,ru_old_orth,alt_name_old_orth,ru_old_featuretype,ru_prov,ru_uezd,description,page,SOURCE,html_text,ru_new_orth,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,admin1_partofID,admin2_partofID,partof_id
636,Слольца Колесная,,слобода,Псковскаго Намѣстничества,Порхова,"СЛОЛЬЦА КОЛЕСНАЯ, слобода Псковскаго Намѣстничества въ уѣздѣ города Порхова. Здѣсь бываетъ 20 Іюля ярмарка ; на оную съѣзжаются из Новагорода и изъ Старой Рузы купцы съ разными шелковым мѣлочными товарами.",107,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СЛОЛЬЦА КОЛЕСНАЯ, </span><span class=""font0"" style=""font-style:italic;"">слобода </span><span class=""font0"">Псковскаго Намѣстничества въ уѣздѣ города Порхова. Здѣсь бываетъ </span><span class=""font0"" style=""font-style:italic;"">20</span><span class=""font0""> Іюля ярмарка ; на оную съѣзжаются из Новагорода и изъ Старой Рузы купцы съ разными шелковым мѣлочными товарами.</span>",Слольца Колесная,Псковского Наместничества,Порхова,псковск,порхов,псковск|порхов,25.0,214.0,214.0
637,Смоленскъ,,главный городъ,Смоленскъ Намѣстничества,not_in_text,"СМОЛЕНСКЪ, съ 1775 год главный городъ Намѣстничества сего имени. Въ ономъ ярмарокъ нѣтъ, а пріѣзжаютъ въ торговые дни въ среду и пя-токъ изъ уѣздовъ разныхъ Помѣщиковъ крестьяне съ раз-нымъ хлѣбомъ , пенькою, медомъ ; а въ Воскресенье хотя и бываетъ крестьянство съ такимижь товарами, токмо малое число.",107,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СМОЛЕНСКЪ, съ 1775 год </span><span class=""font0"" style=""font-style:italic;"">главный городъ</span><span class=""font0""> Намѣстничества сего имени. Въ ономъ ярмарокъ нѣтъ, а пріѣзжаютъ въ торговые дни въ среду и пя-токъ изъ уѣздовъ разныхъ Помѣщиковъ крестьяне съ раз-нымъ хлѣбомъ , пенькою, медомъ ; а въ Воскресенье хотя и бываетъ крестьянство съ такимижь товарами, токмо малое число.</span>",Смоленск,Смоленск Наместничества,not_иn_text,смоленск,нот_ин_теxт,смоленск,31.0,,31.0
638,Смѣлое,,мѣстечко,Черниговскаго Намѣстничества,Роменскомъ уѣздѣ,"СМѢЛОЕ, мѣстечко Черниговскаго Намѣстничества въ Роменскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 1, вторая Маія 9, третія Іюля 8, четвертая Октября 14. На оныя пригоняютъ для продажи лошадей, рогатой скотъ, какъ-то быковъ, овецъ и прочее , Малороссійскіе жители; а Рускіе купцы изъ разныхъ городовъ привозитъ всякіе мѣлочные товары.",107,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СМѢЛОЕ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Роменскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 1, вторая Маія 9, третія Іюля 8, четвертая Октября 14. На оныя пригоняютъ для продажи лошадей, рогатой скотъ, какъ-то быковъ, овецъ и прочее , Малороссійскіе жители; а Рускіе купцы изъ разныхъ городовъ привозитъ всякіе мѣлочные товары.</span>",Смелое,Черниговского Наместничества,Роменском уезде,черниговск,роменск,черниговск|роменск,38.0,223.0,223.0
639,Соколъ,,мѣстечко,Полотскаго Намѣстничества,not_in_text,"СОКОЛЪ, мѣстечко Полотскаго Намѣстничества , въ ко-емъ бываютъ въ году двѣ ярмарки .",107,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СОКОЛЪ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества , въ ко-</span>емъ бываютъ въ году двѣ ярмарки .",Сокол,Полотского Наместничества,not_иn_text,полотск,нот_ин_теxт,полотск,24.0,,24.0
640,Соль-Вычегодскъ,,городъ,Вологодскаго Намѣстничества,not_in_text,СОЛЬ-ВЫЧЕГОДСКЪ съ 1780 году городъ Вологодскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка; а въ уѣздѣ онаго бываютъ торги въ двухъ селахъ въ Бондокурском стану и въ ИльинскомЬ приходѣ на Вилюдѣ.,108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СОЛЬ-ВЫЧЕГОДСКЪ съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Вологодскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка; а въ уѣздѣ онаго бываютъ торги въ двухъ селахъ въ Бондокурском стану и въ ИльинскомЬ приходѣ на </span><span class=""font0"" style=""font-style:italic;"">Вилюдѣ.</span>",Соль-Вычегодск,Вологодского Наместничества,not_иn_text,вологодск,нот_ин_теxт,вологодск,4.0,,4.0
641,Соль-Галицкая,,городъ,Костромскаго Намѣстничества,not_in_text,"СОЛЬ-ГАЛИЦКАЯ, съ 1778 году городъ Костромскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки, сверхъ обыкновенныхъ торговъ.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СОЛЬ-ГАЛИЦКАЯ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Костромскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки, сверхъ обыкновенныхъ торговъ.</span>",Соль-Галицкая,Костромского Наместничества,not_иn_text,кострома,нот_ин_теxт,кострома,14.0,,14.0
642,Сольцо,,погостъ,Новгородскаго Намѣстничества,Новгородскаго уѣздѣ,"СОЛЬЦО, погостъ Новгородскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовой съѣздъ для торгу Іюля 20 числа.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СОЛЬЦО, </span><span class=""font0"" style=""font-style:italic;"">погостъ</span><span class=""font0""> Новгородскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовой съѣздъ для торгу Іюля 20 числа.</span>",Сольцо,Новгородского Наместничества,Новгородского уезде,новгородск,новгородск,новгородск|новгородск,18.0,59.0,59.0
643,Сорочинцы,,мѣстечко,Кіевскаго Намѣстничества,миргородскомъ уѣздѣ,"СОРОЧИНЦЫ , мѣстечко Кіевскаго Намѣстничества въ миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году пять ярмарокъ: первая Генваря 1, вторая на пятой недѣлѣ великаго поста, третія въ день Сошествія Святого Духа, четвертая Сентября 14 , пятая Ноября 14; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ , овчинами, кожами и прочимъ; иногда пріѣзжаютъ и изъ Великороссійскихъ городовъ купцы съ красными товарами. Здѣсь бываютъ и еженедѣльные торги.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СОРОЧИНЦЫ , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году пять ярмарокъ: первая Генваря 1, вторая на пятой недѣлѣ великаго поста, третія въ день Сошествія Святого Духа, четвертая Сентября 14 , пятая Ноября 14; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ , овчинами, кожами и прочимъ; иногда пріѣзжаютъ и изъ Великороссійскихъ городовъ купцы съ красными товарами. Здѣсь бываютъ и еженедѣльные торги.</span>",Сорочинцы,Киевского Наместничества,миргородском уезде,киевск,миргородск,киевск|миргородск,13.0,125.0,125.0
644,Сосница,,городъ,Новогородскаго - Сѣверскаго Намѣстничества,not_in_text,"СОСНИЦА, съ 1782 году городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая на Сырной недѣлѣ, вторая послѣ Свѣтлаго Воскресенья въ десятую пятницу , третія въ день Воздвиженія честнаго креста. На оныя и еженедѣльные  съѣзды пріѣзжаютъ окольные жители, и торгуютъ хлѣбомъ, скотомъ и другими разными мѣлочными товарами и вещми.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СОСНИЦА, съ 1782 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая на Сырной недѣлѣ, вторая послѣ Свѣтлаго Воскресенья въ десятую пятницу , третія въ день Воздвиженія честнаго креста. На оныя и еженедѣльные  съѣзды пріѣзжаютъ окольные жители, и торгуютъ хлѣбомъ, скотомъ и другими разными мѣлочными товарами и вещми.</span>",Сосница,Новогородского - Северского Наместничества,not_иn_text,новогород - северск,нот_ин_теxт,новогород - северск,19.0,,19.0
645,Спасъ,,село,Тверскаго Намѣстничества,Бѣжецкомъ уѣздѣ,"СПАСЪ на ХОЛМУ, село Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка , на коей торгуютъ хлѣбомъ, скотомъ, кожами и саломъ.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СПАСЪ на ХОЛМУ, </span><span class=""font0"" style=""font-style:italic;"">село </span><span class=""font0"">Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка , на коей торгуютъ хлѣбомъ, скотомъ, кожами и саломъ.</span>",Спас,Тверского Наместничества,Бежецком уезде,тверск,бежецк,тверск|бежецк,33.0,86.0,86.0
646,Спасъ,,село,Вологодскаго Намѣстничества,not_in_text,"СПАСЪ въ ЯМЩИКАХЪ, село Вологодскаго Намѣстничества въ Авнежской волости. ВЪ немъ торгъ бываетъ по вторникамъ.",108,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=107,"СПАСЪ въ ЯМЩИКАХЪ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Вологодскаго Намѣстничества въ Авнежской волости. ВЪ немъ торгъ бываетъ по вторникамъ.</span>",Спас,Вологодского Наместничества,not_иn_text,вологодск,нот_ин_теxт,вологодск,4.0,,4.0
647,Спаскъ,,городъ,Тамбовскаго Намѣстничества,not_in_text,"СПАСКЪ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ десятую пятницу послѣ Пасхи, на которую пріѣзжаютъ купцы изъ ближнихъ городовъ съ мѣлочнымъ товаромъ, и торгуютъ только одинъ день.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СПАСКЪ, съ 1779 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тамбовскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ десятую пятницу послѣ Пасхи, на которую пріѣзжаютъ купцы изъ ближнихъ городовъ съ мѣлочнымъ товаромъ, и торгуютъ только одинъ день.</span>",Спаск,Тамбовского Наместничества,not_иn_text,тамбовск,нот_ин_теxт,тамбовск,32.0,,32.0
648,Спаское,,село,Ярославскаго Намѣстничества,Пошехонскомъ уѣздѣ,"СПАСКОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Преображенія, и продолжается два дни.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СПАСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Преображенія, и продолжается два дни.</span>",Спаское,Ярославского Наместничества,Пошехонском уезде,ярославск,пошехонск,ярославск|пошехонск,39.0,139.0,139.0
649,Спирово,,село,Московской Губерніи,Волоколамскомъ уѣздѣ,"СПИРОВО, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Въ семъ селѣ бываетъ годовая ярмарка Ноября 21 дня ; торгуютъ одинъ день разными крестьянскими товарами.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СПИРОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи въ Волоколамскомъ уѣздѣ. Въ семъ селѣ бываетъ годовая ярмарка Ноября 21 дня ; торгуютъ одинъ день разными крестьянскими товарами.</span>",Спирово,Московской Губернии,Волоколамском уезде,московск,волоколамск,московск|волоколамск,1.0,96.0,96.0
650,Сребное,,мѣстечко,Черниговскаго Намѣстничества,Прилуцкомъ уѣздѣ,"СРЕБНОЕ, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ годЪ двѣ ярмарки: одна Апрѣля 23, въ день Великомученика Георгія ; другая Сентября 8, въ день Рождества Богоматери. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ-то хлѣбомъ, разнымъ скотомъ, съѣстными припасами , всякою посудою , сѣномъ, дегтемъ и прочими мѣлочми. Здѣсь бываютъ также еженедѣльные торжки въ понедѣльникъ и пятокъ.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СРЕБНОЕ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ год</span><span class=""font1"">Ъ</span><span class=""font0""> двѣ ярмарки: одна Апрѣля 23, въ день Великомученика Георгія ; другая Сентября 8, въ день Рождества Богоматери. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ-то хлѣбомъ, разнымъ скотомъ, съѣстными припасами , всякою посудою , сѣномъ, дегтемъ и прочими мѣлочми. Здѣсь бываютъ также еженедѣльные торжки въ понедѣльникъ и пятокъ.</span>",Сребное,Черниговского Наместничества,Прилуцком уезде,черниговск,прилуцк,черниговск|прилуцк,38.0,140.0,140.0
651,Ставрополь,,городъ,Синбирскаго Намѣстничества,not_in_text,"СТАВРОПОЛЬ, съ 1780 году городъ Синбирскаго Намѣстничества. Въ ономъ бываетъ одинъ базарной день во вторникъ.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАВРОПОЛЬ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Синбирскаго Намѣстничества. Въ ономъ бываетъ одинъ базарной день во вторникъ.</span>",Ставрополь,Синбирского Наместничества,not_иn_text,синбирск,нот_ин_теxт,синбирск,30.0,,30.0
652,Сталеровчизна,,мѣстечко,Полотскаго Намѣстничества,Динабургскомъ уѣздѣ,"СТАЛЕРОВЧИЗНА, мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываетъ въ году три ярмарки : торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАЛЕРОВЧИЗНА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываетъ въ году три ярмарки : торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> виномъ и пивомъ.</span>",Сталеровчизна,Полотского Наместничества,Динабургском уезде,полотск,динабургск,полотск|динабургск,24.0,99.0,99.0
653,Старая Руза,,городъ,Новогородскаго Намѣстничества,not_in_text,"СТАРАЯ РУЗА, съ 1776 году городъ Новогородскаго Намѣстничества. Здѣсь бываетъ съѣздъ и торговля Генваря 6 дня, въ праздникъ Святых Апостолъ Петра и Павла, и въ день Покрова Пресвятыя Богородицы; товары привозятъ купцы изъ Новагорода и изъ Торопца всякіе москотильные, и сѣнокосные косы.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАРАЯ РУЗА, съ 1776 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго Намѣстничества. Здѣсь бываетъ съѣздъ и торговля Генваря 6 дня, въ праздникъ Святых Апостолъ Петра и Павла, и въ день Покрова Пресвятыя Богородицы; товары привозятъ купцы изъ Новагорода и изъ Торопца всякіе москотильные, и сѣнокосные косы.</span>",Старая Руза,Новогородского Наместничества,not_иn_text,новгородск,нот_ин_теxт,новгородск,18.0,,18.0
654,Старая Рязань,,слобода,Рязанскаго Намѣстничества,not_in_text,"СТАРАЯ РЯЗАНЬ, слобода Рязанскаго Намѣстничества. Въ оной бываетъ Іюня 29 дня для крестьянъ годовая ярмарка.",109,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАРАЯ РЯЗАНЬ, </span><span class=""font0"" style=""font-style:italic;"">слобода </span><span class=""font0"">Рязанскаго Намѣстничества. Въ оной бываетъ Іюня 29 дня для крестьянъ годовая ярмарка.</span>",Старая Рязань,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,,28.0
655,Старинское,,село,Синбирскаго Намѣстничества,Курмышскомъ уѣздѣ,"СТАРИНСКОЕ, село Синбирскаго Намѣстничества въ Курмышскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРИНСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Синбирскаго Намѣстничества въ Курмышскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня.</span>",Старинское,Синбирского Наместничества,Курмышском уезде,синбирск,курмышск,синбирск|курмышск,30.0,215.0,215.0
656,Старица,,городъ,Тверскаго Намѣстничества,not_in_text,"СТАРИЦА , съ 1775 году городъ Тверскаго Намѣстничества. Здѣсь бываютъ ярмарки дважды въ годъ: первая на девятой недѣлѣ по Пасхѣ въ пятокъ, вторая въ Іюлѣ мѣсяцѣ передъ Ильинымъ днемъ , въ пятокъ же ; торгуютъ разными шелковыми, бумажными, суконными и прочими товарами.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРИЦА , съ 1775 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тверскаго Намѣстничества. Здѣсь бываютъ ярмарки дважды въ годъ: первая на девятой недѣлѣ по Пасхѣ въ пятокъ, вторая въ Іюлѣ мѣсяцѣ передъ Ильинымъ днемъ , въ пятокъ же ; торгуютъ разными шелковыми, бумажными, суконными и прочими товарами.</span>",Старица,Тверского Наместничества,not_иn_text,тверск,нот_ин_теxт,тверск,33.0,,33.0
657,Стародубъ,,городъ,Новогородскаго - Сѣверскаго Намѣстничества,not_in_text,"СТАРОДУБЪ, съ 1782 году городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываютъ въ году ярмарки , одна на второй недѣлѣ великаго поста, а другая послѣ Свѣтлаго Воскресенія на десятой ; торгуютъ на оныхъ и въ обыкновенные недѣльные торж-хи мѣлкими красными товарами , сукнами , шелковыми матеріями, привозимыми изъ другихъ сосѣдственныхъ мѣстъ. Купечество сего города отправляетъ къ портамъ Рижскому и Санктпетербургскому пеньку и канаты, а въ окольныя мѣста воскъ , ленъ , щетину , масло конопляное , смолу , рогожи , разную деревянную, стеклянную , хрустальную посуду и горячее вино.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРОДУБЪ, съ 1782 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываютъ въ году ярмарки , одна на второй недѣлѣ великаго поста, а другая послѣ Свѣтлаго Воскресенія на десятой ; торгуютъ на оныхъ и въ обыкновенные недѣльные торж-хи мѣлкими красными товарами , сукнами , шелковыми матеріями, привозимыми изъ другихъ сосѣдственныхъ мѣстъ. Купечество сего города отправляетъ къ портамъ Рижскому и Санктпетербургскому пеньку и канаты</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> а въ окольныя мѣста воскъ , ленъ , щетину , масло конопляное , смолу , рогожи , разную деревянную, стеклянную , хрустальную посуду и горячее вино.</span>",Стародуб,Новогородского - Северского Наместничества,not_иn_text,новогород - северск,нот_ин_теxт,новогород - северск,19.0,,19.0
658,Старой Быховъ,,городъ,Могилевскаго Намѣстничества,not_in_text,"СТАРОЙ БЫХОВЪ, съ 1778 году городъ Могилевскаго Намѣстничества. Здѣсь бываютъ въ году двѣ знатныя ярмарки, на которыя пріѣзжаютъ купцы и изъ Малороссіи.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРОЙ БЫХОВЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Могилевскаго Намѣстничества. Здѣсь бываютъ въ году двѣ знатныя ярмарки, на которыя пріѣзжаютъ купцы и изъ Малороссіи.</span>",Старой Быхов,Могилевского Наместничества,not_иn_text,могилевск,нот_ин_теxт,могилевск,16.0,,16.0
659,Старой Осколъ,,городъ,Курскаго Намѣстничества,not_in_text,"СТАРОЙ ОСКОЛЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая въ пятое Воскресенье три дни, вторая Іюля 8, въ день Казанскія Богоматери , третія Августа 15 , въ день успенія , по два дни; пріѣзжаютъ купцы съ разными товарами изъ близъ лежащихъ городовъ.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРОЙ ОСКОЛЪ, съ 1779 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Курскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая въ пятое Воскресенье три дни, вторая Іюля 8, въ день Казанскія Богоматери , третія Августа 15 , въ день успенія , по два дни; пріѣзжаютъ купцы съ разными товарами изъ близъ лежащихъ городовъ.</span>",Старой Оскол,Курского Наместничества,not_иn_text,курск,нот_ин_теxт,курск,15.0,,15.0
660,Старцовъ Уголъ,Когуева,пустыня,Синбирскаго Намѣстничества,Алатырьскомъ уѣздѣ,"СТАРЦОВЪ УГОЛЪ, или КОГУЕВА , пустыня Синбирскаго Намѣстничества въ Алатырьскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Преображенія Господня ; на ту ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.",110,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРЦОВЪ УГОЛЪ, или КОГУЕВА , </span><span class=""font0"" style=""font-style:italic;"">пустыня</span><span class=""font0""> Синбирскаго Намѣстничества въ Алатырьскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Преображенія Господня ; на ту ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.</span>",Старцов Угол,Синбирского Наместничества,Алатырьском уезде,синбирск,алатырьск,синбирск|алатырьск,30.0,81.0,81.0
661,Стешки,,село,Тамбовскаго Намѣстничества,Козловскомъ уѣздѣ,"СТЕШКИ, село Тамбовскаго Намѣстничества въ Козловскомъ уѣздѣ. Годовая ярмарка въ ономъ бываетъ 20 Іюля, то есть въ день Пророка Иліи; на оную пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ разными мѣлочными товарами.",111,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТЕШКИ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тамбовскаго Намѣстничества въ Козловскомъ уѣздѣ. Годовая ярмарка въ ономъ бываетъ 20 Іюля, то есть въ день Пророка Иліи; на оную пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ разными мѣлочными товарами.</span>",Стешки,Тамбовского Наместничества,Козловском уезде,тамбовск,козловск,тамбовск|козловск,32.0,116.0,116.0
662,Стоянцы,,село,Тверскаго Намѣстничества,Кашинскомъ уѣздѣ,"СТОЯНЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ въ годъ одинъ торжокъ, на которой товары привозятъ изъ уѣзду, холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго , Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",111,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТОЯНЦЫ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ въ годъ одинъ торжокъ, на которой товары привозятъ изъ уѣзду, холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго , Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.</span>",Стоянцы,Тверского Наместничества,Кашинском уезде,тверск,кашинск,тверск|кашинск,33.0,109.0,109.0
663,Стрѣлица,,слобода,Харьковскаго Намѣстничества,Короченскомъ уѣздѣ,"СТРѢЛИЦА, слобода Харьковскаго Намѣстничества въ Короченскомъ уѣздѣ. Въ оной бываетъ въ году двѣ ярмарки: первая Августа 1, вторая Марта 25 дня.",111,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТРѢЛИЦА, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества въ Короченскомъ уѣздѣ. Въ оной бываетъ въ году двѣ ярмарки: первая Августа 1, вторая Марта 25 дня.</span>",Стрелица,Харьковского Наместничества,Короченском уезде,харьковск,короченск,харьковск|короченск,37.0,118.0,118.0
664,Стырняньі,,мѣстечко,Полотскаго Намѣстничества,Динабургскомъ уѣздѣ,"СТЫРНЯНЬІ, мѣстечко Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки, на коихъ торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",111,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТЫРНЯНЬІ,</span><span class=""font0"" style=""font-style:italic;""> мѣстечко </span><span class=""font0"">Полотскаго Намѣстничества въ Динабургскомъ уѣздѣ. Въ семъ мѣстѣ бываютъ въ году двѣ ярмарки, на коихъ торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.</span>",Стырняньи,Полотского Наместничества,Динабургском уезде,полотск,динабургск,полотск|динабургск,24.0,99.0,99.0
