,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
2167,1,659,Старой Осколъ,,15.0,37.84167,51.29667,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРОЙ ОСКОЛЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая въ пятое Воскресенье три дни, вторая Іюля 8, въ день Казанскія Богоматери , третія Августа 15 , въ день успенія , по два дни; пріѣзжаютъ купцы съ разными товарами изъ близъ лежащихъ городовъ.",Старой Оскол,Stary Oskol,Старой Оскол,Belgorod,Russia,487928,RU,http://api.geonames.org/search?north=55.716667&west=32.183333&south=47.716667&name=%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D0%B9+%D0%9E%D1%81%D0%BA%D0%BE%D0%BB&username=jaguillette&east=40.183333&featureClass=P&type=json,geonames_jsons/Старой Оскол_659.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,15.0,not_in_text,not_иn_text,нот_ин_теxт,,110,"Staroi Oskol"""
2170,1,662,Стоянцы,,72.0,36.81667,56.98333,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТОЯНЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ въ годъ одинъ торжокъ, на которой товары привозятъ изъ уѣзду, холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго , Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",Стоянцы,Stoyantsy,Стоянцы,Tverskaya,Russia,487335,RU,http://api.geonames.org/search?north=60.857828&west=31.921928&south=52.857828&name=%D0%A1%D1%82%D0%BE%D1%8F%D0%BD%D1%86%D1%8B&username=jaguillette&east=39.921928&featureClass=P&type=json,geonames_jsons/Стоянцы_662.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,33.0,Кашинскомъ уѣздѣ,Кашинском уезде,кашинск,72.0,111,Stoiantsy
2175,1,665,Судай,,14.0,43.13026,58.97754,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУДАЙ, слобода Костромскаго Намѣстничества въ Галицкой Провинціи. Въ оной бываетъ въ году три ярмарки: первая Ноября 21, вторая Ген-варя 6, третія Марта 25 чиселъ. Здѣсь торгуютъ конскими и скотскими кожами , также и овчинами , разною мягкою рухлядью , а большею частію бываютъ бѣлки; также въ уѣздѣ онаго города при церкви Пророка Иліи , что на Высокѣ, имѣется годовой же торгъ.",Судай,Suday,Судай,Kostroma,Russia,486861,RU,http://api.geonames.org/search?north=61.766667&west=36.933333&south=53.766667&name=%D0%A1%D1%83%D0%B4%D0%B0%D0%B9&username=jaguillette&east=44.933333&featureClass=P&type=json,geonames_jsons/Судай_665.json,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,14.0,not_in_text,not_иn_text,нот_ин_теxт,,111,Sudai
2176,1,666,Суджа,,15.0,35.2726,51.1976,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУДЖА , съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : Апрѣля 23, въ день Великомученика Георгія; Іюня 29, въ день Апостолъ Петра и Павла; Октября 1, въ день Покрова, да въ Рождественской мясоѣдъ на всеѣдной недѣлѣ по два дни; пріѣзжаютъ на оныя купцы изъ сосѣдственныхъ городовъ ; привозятъ шелковые бумажные и прочіе товары небольшимъ числомъ.",Суджа,Sudzha,Суджа,Kursk,Russia,486816,RU,http://api.geonames.org/search?north=55.716667&west=32.183333&south=47.716667&name=%D0%A1%D1%83%D0%B4%D0%B6%D0%B0&username=jaguillette&east=40.183333&featureClass=P&type=json,geonames_jsons/Суджа_666.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,15.0,not_in_text,not_иn_text,нот_ин_теxт,,111,Sudzha
2177,1,667,Суздаль,,3.0,40.44668,56.42274,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУЗДАЛЬ, съ 1778 году городъ Володимерскаго Намѣстничества. Въ ономъ бываютъ недѣльные торги и большіесъѣзды въ субботу, въ Воскресенье и въ четвертокъ; пріѣзжаютъ въ тѣ дни изъ окрестныхъ къ Суздалю селъ и деревень съ хлѣбомъ, сѣномъ, соломою, лыками, саньми, дугами , рогожами, мясами, лѣсомъ и всякимъ мѣлкимъ щепетьемъ. Въ уѣздѣ онаго ярмарки незнатныя бываютъ въ селахъ: і) въ Парскомъ Августа 29 , 2) Ковровѣ на 25 Декабря, 3) Гавриловской слободѣ Іюля на 4, 4) Ивановѣ Сентября на 14, 5) Даниловѣ на 1 Октября, 6) Богоявленской слободѣ Генваря 6, 7) въ Лежневѣ на семикъ; съѣзжаются купцы изъ Москвы, Ярославля, Суздаля, Шуи и другихъ ближнихъ мѣстъ, и торгуютъ шелковыми товарами , сукнами и прочимъ щепетиннымъ, по большей части крестьянству подлежащимъ товаромъ. Въ оныхъ селахъ находятся ряды для сихъ ярмарокъ и бывающихъ въ оныхъ торговыхъ дней.",Суздаль,Suzdal,Суздаль,Vladimir,Russia,485824,RU,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%A1%D1%83%D0%B7%D0%B4%D0%B0%D0%BB%D1%8C&username=jaguillette&east=44.416667&featureClass=P&type=json,geonames_jsons/Суздаль_667.json,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,3.0,not_in_text,not_иn_text,нот_ин_теxт,,111,Suzdal'
2179,1,669,Сумы,,37.0,34.80029,50.9216,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУМЫ, съ 1780 году городъ того же Намѣстничества. Въ ономъ бываютъ ярмарки: первая, называемая Ѳеодоровская, съ первой недѣли великаго поста , и продолжается недѣли по двѣ и по три, вторая на Троицкой недѣлѣ, третія въ день успенія, четвертая Введенская, начинается съ 21 Ноября , и продолжается Декабря по 6 и далѣе. На оныя ярмарки съѣзжаются разныхъ городовъ Россійскіе купцы и Греки; привозятъ хорошія сукна, шелковыя матеріи, парчи, разную посуду, сахаръ, чай, вина, юфть и прочее.",Сумы,Sumy,Сумы,Sumy,Ukraine,692194,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%A1%D1%83%D0%BC%D1%8B&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Сумы_669.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,not_in_text,not_иn_text,нот_ин_теxт,,112,Sumy
2180,1,670,Сухари,,16.0,30.7045,53.9581,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУХАРИ, мѣстечко Могилевскаго Намѣстничества въ Чауской округѣ. Тутъ бываетъ одна въ году ярмарка.",Сухари,Sukhari,Сухари,Mogilev,Belarus,621163,BY,http://api.geonames.org/search?north=55.194&west=29.5408&south=51.9042&name=%D0%A1%D1%83%D1%85%D0%B0%D1%80%D0%B8&username=jaguillette&east=32.863&featureClass=P&type=json,geonames_jsons/Сухари_670.json,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,16.0,not_in_text,not_иn_text,нот_ин_теxт,,112,Sukhari
2184,1,672,Сѣвскъ,,21.0,34.4926,52.1491,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"СѢВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка, исключая обыкновенныхъ торговъ.",Севск,Sevsk,Севск,Brjansk,Russia,496246,RU,http://api.geonames.org/search?north=54.0138&west=32.7557&south=51.8511&name=%D0%A1%D0%B5%D0%B2%D1%81%D0%BA&username=jaguillette&east=39.224&featureClass=P&type=json,geonames_jsons/Севск_672.json,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,21.0,not_in_text,not_иn_text,нот_ин_теxт,,113,"Sevsk"""
2187,1,674,Тамбовъ,,32.0,41.44326,52.73169,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТАМБОВЪ, съ 1779 году главный городъ Намѣстничества сего имени. Здѣсь бываютъ въ годъ два съѣзда, сверхъ обыкновенныхъ торговъ: первой въ Іюнѣ мѣсяцѣ о десятой пятницѣ; второй для богомолія Казанской Богородицѣ 8 Іюля, и сіи торги продолжаются дни по два.",Тамбов,Tambov,Тамбов,Tambov,Russia,484646,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Тамбов_674.json,geonames,Тамбовъ Намѣстничества,Тамбов Наместничества,тамб,32.0,not_in_text,not_иn_text,нот_ин_теxт,,113,"Tambov"""
2190,1,676,Таруса,,12.0,37.17272,54.72436,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТАРУСА, съ 1777 году городъ Калужскаго Намѣстничества. Въ ономъ бываетъ годовая ярмарка въ день Святыхъ Апосгполъ Петра и Павла ; пріѣзжаютъ на оную купцы съ мѣлкими товарами и съѣстными изъ ближнихъ городовъ Серпухова и Алексина, а уѣздные люди съ крестьянскими припасами.",Таруса,Tarusa,Таруса,Kaluga,Russia,484287,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%A2%D0%B0%D1%80%D1%83%D1%81%D0%B0&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Таруса_676.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,not_in_text,not_иn_text,нот_ин_теxт,,113,Tarusa
2193,1,678,Тверь,,125.0,35.90057,56.85836,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТВЕРЬ, съ 1775 году главный городъ Намѣстничества сего имени. Здѣсь торги бываютъ дважды во вторникъ и въ четвертокъ; а въ Тверскомъ уѣздѣ въ Микульскомъ стану, въ отчинѣ Князя Мещерскаго , въ селѣ Лотошинѣ, въ недѣлѣ по единожды по воскреснымъ днямъ, и привозятъ разныхъуѣздовъ и деревень крестьяне въ оные торговые дни товары домовые своей работы, пеньку, хлѣбъ, масло и прочіе мѣлочные.",Тверь,Tver',Тверь,Tverskaya,Russia,480060,RU,http://api.geonames.org/search?north=60.857828&west=31.921928&south=52.857828&name=%D0%A2%D0%B2%D0%B5%D1%80%D1%8C&username=jaguillette&east=39.921928&featureClass=P&type=json,geonames_jsons/Тверь_678.json,geonames,Тверь Намѣстничества,Тверь Наместничества,твер,33.0,Тверскомъ уѣздѣ,Тверском уезде,тверск,125.0,113,Tver'
2194,1,679,Темниковъ,,32.0,43.21483,54.63023,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=113,"ТЕМНИКОВЪ , съ 1779 году городъ Тамбовскаго Намѣстничества. Въ семъ городѣ бываетъ одна годовая ярмарка послѣ праздника Святыя Пасхи въ десятую пятницу одинъ день.",Темников,Temnikov,Темников,Mordoviya,Russia,483684,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%A2%D0%B5%D0%BC%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Темников_679.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,32.0,not_in_text,not_иn_text,нот_ин_теxт,,114,"Temnikov"""
2211,1,686,Тискады,,60.0,27.05126,56.45016,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=113,"ТИСКАДЫ, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ немъбываетъ въ году три ярмарки, на коихъ торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",Тискады,Tiskādi,Тискады,Rēzeknes Rajons,Latvia,454830,LV,http://api.geonames.org/search?north=59.483333&west=24.8&south=51.483333&name=%D0%A2%D0%B8%D1%81%D0%BA%D0%B0%D0%B4%D1%8B&username=jaguillette&east=32.8&featureClass=P&type=json,geonames_jsons/Тискады_686.json,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,24.0,Динабурга,Динабурга,динабург,60.0,114,Tiskady
2212,1,687,Тихвинъ,,18.0,33.52937,59.64511,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТИХВИНЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая въ первое Воскресенье великаго поста , а другія двѣ въ лѣтнее и осеннее время.",Тихвин,Tikhvin,Тихвин,Leningrad,Russia,483019,RU,http://api.geonames.org/search?north=61.31&west=28.65&south=57.1&name=%D0%A2%D0%B8%D1%85%D0%B2%D0%B8%D0%BD&username=jaguillette&east=39.89&featureClass=P&type=json,geonames_jsons/Тихвин_687.json,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,18.0,not_in_text,not_иn_text,нот_ин_теxт,,115,"Tikhvin"""
2214,1,689,Тихонова,,,36.15534,54.63884,пустыня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТИХОНОВА , пустыня Калужскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовая ярмарка Іюня 18 дня , на которую съѣжаются купцы изъ Калуги и Малаго Ярославца.",Тихонова,Tikhonova Pustyn',Тихонова,Kaluga,Russia,483049,RU,http://api.geonames.org/search?north=55.374&west=33.3881&south=53.2604&name=%D0%A2%D0%B8%D1%85%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0&username=jaguillette&east=37.3796&featureClass=P&type=json,geonames_jsons/Тихонова_689.json,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,12.0,Калужскаго уѣздѣ,Калужского уезде,калужск,,115,Tikhonova
2216,1,691,Тобольскъ,,34.0,68.25457,58.19807,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТОБОЛЬСКЪ, съ 1782 году главный городъ Намѣстничества сего имени. Купцы Россійскіе, въ Сибири и на Китайскую границу торгующіе, Тобольска не минуютъ. Зимою съ обѣихъ сторонъ есть проѣздъ непрестанной ; весною отправляютъ по рѣкамъ на судахъ въ Енисейскъ и до Иркутска, а осенью оттуда водянымъ же путемъ пріѣзжаютъ. И такъ бываетъ въ Тобольскѣ дважды въ годъ ярмарка: весною Россійскимъ, а осенью Сибирскимъ и Китайскимъ товарамъ. Купцы пріѣздъ еще имѣютъ съ товарами изъ Ирбитской ярмарки, и торгъ содержатъ Марта съ 20 Маія по 25 число, въ томъ числѣ пріѣзжаютъ и Греки.",Тобольск,Tobol'sk,Тобольск,Tjumen,Russia,1489530,RU,http://api.geonames.org/search?north=77.44&west=50.85&south=53.98&name=%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA&username=jaguillette&east=114.0&featureClass=P&type=json,geonames_jsons/Тобольск_691.json,geonames,Тобольскъ Намѣстничества,Тобольск Наместничества,тобольск,34.0,not_in_text,not_иn_text,нот_ин_теxт,,115,"Tobol'sk"""
2217,1,692,Томаровка,,,36.23309,50.68338,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТОМАРОВКА, слобода въ уѣздѣ города Карпова. Въ оной бываетъ ярмарка послѣ Рождества на всеѣдной недѣлѣ въ пятницу, Маія 9, Іюля 8, Декабря 6, и продолжаются оныя по одному дню. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ мѣлочными товарами.",Томаровка,Tomarovka,Томаровка,Belgorod,Russia,482275,RU,http://api.geonames.org/search?north=78.0&west=24.8&south=38.6&name=%D0%A2%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=180&featureClass=P&type=json,geonames_jsons/Томаровка_692.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,,Карпова,Карпова,карпов,,115,Tomarovka
2223,1,694,Торопецъ,,25.0,31.63528,56.49779,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТОРОПЕЦЪ, съ 1777 году городъ Псковскаго Намѣстничества. Въ немъ случается въ году одна указная ярмарка въ Iюлѣ мѣсяцѣ въ пятокъ, предъ праздникомъ Пророка Иліи, на которую по большей части съѣзжаются крестьяне изъ ближнихъ деревень съ мѣлочнымъ крестьянскимъ товаромъ и рукодельемъ.",Торопец,Toropets,Торопец,Tverskaya,Russia,482042,RU,http://api.geonames.org/search?north=59.0651312501&west=24.1218047142&south=55.1937102573&name=%D0%A2%D0%BE%D1%80%D0%BE%D0%BF%D0%B5%D1%86&username=jaguillette&east=32.1900482178&featureClass=P&type=json,geonames_jsons/Торопец_694.json,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,25.0,not_in_text,not_иn_text,нот_ин_теxт,,116,"Toropets"""
2225,1,696,Троицкъ,,22.0,43.82312,54.09013,родъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТРОИЦКЪ, съ 1780 году родъ Пензенскаго Намѣстничества. Въ немъ бываетъ ярмарка Іюня 29 дня, сверхъ обыкновенныхъ каждонедѣлъныхъ торговъ.",Троицк,Troitsk,Троицк,Mordoviya,Russia,481609,RU,http://api.geonames.org/search?north=54.837&west=41.8373&south=52.3247&name=%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA&username=jaguillette&east=46.7277&featureClass=P&type=json,geonames_jsons/Троицк_696.json,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,22.0,not_in_text,not_иn_text,нот_ин_теxт,,116,"Troitsk"""
2226,1,697,Троицкая,,4.0,44.0139,62.3598,треть,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТРОИЦКАЯ , треть Вологодскаго Намѣстничества. Здѣсь бываютъ ярмарки Генваря 1, 5, 6 и 18, да Марта 17 и 25 чиселъ, на которыхъ въ оной у сосѣднихъ поселянъ здѣшніе купцы покупаютъ масло коровье, сало, кожи говяжьи и бараньи, медвѣжьи, волчьи, заячьи, бѣльи, полотна, холсты, сукна сермяжныя и дичину.",Троицкая,Troitskaya,Троицкая,Arkhangelskaya,Russia,8250979,RU,http://api.geonames.org/search?north=64.08&west=37.83&south=57.25&name=%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA%D0%B0%D1%8F&username=jaguillette&east=57.25&featureClass=P&type=json,geonames_jsons/Троицкая_697.json,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,4.0,not_in_text,not_иn_text,нот_ин_теxт,,116,Troitskaia
2250,1,703,Тула,,35.0,37.61822,54.19609,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТУЛА, съ 1777 году главный городъ Намѣстничества сего имени. Здѣсь ярмарка бываетъ въ году два раза: I) при церкви Покрова Пресвятыя Богородицы , въ десятую отъ Святой недѣли пятницу; вторая Іюня 8 дня, при состоящемъ за городовымъ замкомъ Казанскомъ Соборѣ. Для складки привозимыхъ товаровъ имѣются подъ Тульскимъ Магистратомъ въ нижнемъ департаментѣ, также и особь построенныя палатки. СЪ товарами на ярмарки постороннаго съѣзда не бываетъ, а отправляются только тамошними. Въ недѣлѣ два торга, въ понедѣльникъ и четвертокъ.",Тула,Tula,Тула,Tula,Russia,480562,RU,http://api.geonames.org/search?north=55.0867&west=35.5421&south=52.8329&name=%D0%A2%D1%83%D0%BB%D0%B0&username=jaguillette&east=39.6827&featureClass=P&type=json,geonames_jsons/Тула_703.json,geonames,Тула Намѣстничества,Тула Наместничества,тул,35.0,not_in_text,not_иn_text,нот_ин_теxт,,117,Tula
2252,1,705,Туринскъ,,34.0,63.69605,58.04575,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТУРИНСКЪ, съ 1782 году городъ Тобольскаго Намѣстничества. Здѣсь бываютъ знатные торговые съѣзды по вся воскресные дни.",Туринск,Turinsk,Туринск,Sverdlovsk,Russia,1488933,RU,http://api.geonames.org/search?north=77.44&west=50.85&south=53.98&name=%D0%A2%D1%83%D1%80%D0%B8%D0%BD%D1%81%D0%BA&username=jaguillette&east=114.0&featureClass=P&type=json,geonames_jsons/Туринск_705.json,geonames,Тобольскаго Намѣстничества,Тобольского Наместничества,тобольск,34.0,not_in_text,not_иn_text,нот_ин_теxт,,117,"Turinsk"""
2255,1,708,Тюртень,,64.0,38.48336,53.13139,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=117,"ТЮРТЕНЬ, село Орловскаго Намѣстничества въ Елецкомъ уѣздѣ. Здѣсь бываетъ Іюля въ 8 день ярмарка; торгуютъ Елецкіе и другихъ городовъ купцы съ уѣздными обывателями всякими разными мѣлочными товарами и дегтемъ; а обыватели продаютъ купцамъ и своей братьи лошадей , скотину , холстъ, съѣстные всякіе припасы и рукодѣлія.",Тюртень,Tyurten’,Тюртень,Tula,Russia,479785,RU,http://api.geonames.org/search?north=54.0138&west=32.7557&south=51.8511&name=%D0%A2%D1%8E%D1%80%D1%82%D0%B5%D0%BD%D1%8C&username=jaguillette&east=39.224&featureClass=P&type=json,geonames_jsons/Тюртень_708.json,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,21.0,Елецкомъ уѣздѣ,Елецком уезде,елецк,64.0,118,Tiurten'
2256,1,709,Угличъ,,39.0,38.33167,57.5275,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=117,"УГЛИЧЪ, съ 1777 году городъ Ярославскаго Намѣстничества. Здѣсь бываютъ двѣ ярмарки: первая Іюля 8 , три дни,вторая Декабря 26 чиселъ, одинъ день; на оныя пріѣзжаютъ купцы изъ Ярославля, Кашина и Переславля-Залѣскаго съ шелковыми, бумажными, москотильными и прочими товарами; а изъ уѣзду съѣзжается крестьянство со льнянымъ и хряще вымъ холстомъ, съ мясами, кожами и саломъ. Да и въ уѣздѣ онаго бываютъ годовые торжки въ одинадцати селахъ, а ярмарки въ четырехъ, а именно: Прилукахъ, Рожественѣ, Кею и Некоузѣ; торгуютъ пріѣзжіе изъ Углича, Кашина и Бѣжецка купцы мѣлкими москотильными и шелковыми товарами; самижь покупаютъ хлѣбъ, холстъ, пряжу, шерсть и шерстяныя сукна, масло, а зимою свиныя и говяжьи мяса, боевыя кожи и сало.",Углич,Uglich,Углич,Jaroslavl,Russia,479532,RU,http://api.geonames.org/search?north=61.616667&west=35.85&south=53.616667&name=%D0%A3%D0%B3%D0%BB%D0%B8%D1%87&username=jaguillette&east=43.85&featureClass=P&type=json,geonames_jsons/Углич_709.json,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,39.0,not_in_text,not_иn_text,нот_ин_теxт,,118,"Uglich"""
2263,1,714,Уразова,,50.0,38.0395,50.0836,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УРАЗОВА , слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году семь ярмарокъ.",Уразова,Urazovo,Уразова,Belgorod,Russia,478781,RU,http://api.geonames.org/search?north=52.7866&west=37.234&south=48.1597&name=%D0%A3%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0&username=jaguillette&east=43.0242&featureClass=P&type=json,geonames_jsons/Уразова_714.json,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,5.0,Валуекъ,Валуек,валуек,50.0,119,Urazova
2264,1,715,Уральскъ,,10.0,51.36667,51.23333,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УРАЛЬСКЪ, главный городъ уральскихъ Козаковъ въ Кавказскомъ Намѣстничествѣ. Здѣсь бываютъ ярмарки въ Іюнѣ , Іюлѣ, въ Сентябрѣ, Октябрѣ, въ Генварѣ и Февралѣ мѣсяцахъ; пріѣзжаютъ разныхъ городовъ купцы, привозятъ хлѣбъ, шелковые и бумажные товары, шерстяныя матеріи , сукна и прочее; здѣсь покупаютъ разныхъ родовъ рыбу, икру , клей , степныхъ звѣрей, какъ-то лисицъ, волковъ, зайцовъ, кушаки и сермяжныя полотна.",Уральск,Oral,Уральск,Batys Qazaqstan,Kazakhstan,608668,KZ,http://api.geonames.org/search?north=52.05&west=41.38&south=43.76&name=%D0%A3%D1%80%D0%B0%D0%BB%D1%8C%D1%81%D0%BA&username=jaguillette&east=55.07&featureClass=P&type=json,geonames_jsons/Уральск_715.json,geonames,Кавказскомъ Намѣстничества,Кавказском Наместничества,кавказск,10.0,not_in_text,not_иn_text,нот_ин_теxт,,119,"Ural'sk"""
2269,1,717,Успенской,,3.0,38.24691,53.06317,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УСПЕНСКОЙ , погостъ Володимерскаго Намѣстничества близъ слободы Яропольца. Въсемъ селѣ бываетъ ярмарка въ праздникъ успенія Пресвятыя Богородицы , а еженедѣльные торги по понедѣльникамъ.",Успенской,Uspenskiy,Успенской,Tula,Russia,820236,RU,http://api.geonames.org/search?north=60.133333&west=36.416667&south=52.133333&name=%D0%A3%D1%81%D0%BF%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&username=jaguillette&east=44.416667&featureClass=P&type=json,geonames_jsons/Успенской_717.json,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,3.0,not_in_text,not_иn_text,нот_ин_теxт,,119,Uspenskoi
2270,1,718,Устивица,,91.0,33.80293,49.86076,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТИВИЦА, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году сверхъ еженедѣльныхъ торговъ двѣ ярмарки: первая Іюля 20, вторая Октября 26; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися, какъ-то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ, овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Устивица,Ustivitsa,Устивица,Poltava,Ukraine,690594,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%A3%D1%81%D1%82%D0%B8%D0%B2%D0%B8%D1%86%D0%B0&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Устивица_718.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Миргородскомъ уѣздѣ,Миргородском уезде,миргородск,91.0,120,Ustivitsa
