,ru_old_orth,alt_name_old_orth,ru_old_featuretype,ru_prov,ru_uezd,description,page,SOURCE,html_text,ru_new_orth,alt_name_new_orth,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,admin1_partofID,admin2_partofID,partof_id,txt_id
577,Рогачевъ,,городъ,Могилевскаго Намѣстничества,,"РОГАЧЕВЪ, городъ Могилевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",96,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОГАЧЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Могилевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.</span>",Рогачев,,Могилевского Наместничества,,могилевск,рогачев,могилевск|рогачев,16,141.0,141.0,577
578,Рогачево,,Економическое село,Московской Губерніи,Дмитровскомъ уѣздѣ,"РОГАЧЕВО , Економическое село Московской Губерніи въ Дмитровскомъ уѣздѣ. Въ ономъ ряды имѣются и торжкѣ, и бываетъ въ году двѣ ярмарки : первая Маія 9, вторая о десятой пятницѣ.",96,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОГАЧЕВО , </span><span class=""font0"" style=""font-style:italic;"">Економическое село</span><span class=""font0""> Московской Губерніи въ Дмитровскомъ уѣздѣ. Въ ономъ ряды имѣются и торжкѣ, и бываетъ въ году двѣ ярмарки : первая Маія 9, вторая о десятой пятницѣ.</span>",Рогачево,,Московской Губернии,Дмитровском уезде,московск,дмитровск,московск|дмитровск,1,100.0,100.0,578
579,Рожественское,,село,Тульскаго Намѣстничества,Ефремова,"РОЖЕСТВЕНСКОЕ, село Тульскаго Намѣстничества въ уѣздѣ города Ефремова. Здѣсь бываетъ одна годовая ярмарка 21 Сентября ; на оную съѣзжаются купцы изъ окрестныхъ городовъ съ разными товарами, и то по большей части съ мѣлочными , а крестьяне съ своими рукодѣліями.",96,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОЖЕСТВЕНСКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село </span><span class=""font0"">Тульскаго Намѣстничества въ уѣздѣ города Ефремова. Здѣсь бываетъ одна годовая ярмарка 21 Сентября ; на оную съѣзжаются купцы изъ окрестныхъ городовъ съ разными товарами, и то по большей части съ мѣлочными , а крестьяне съ своими рукодѣліями.</span>",Рожественское,,Тульского Наместничества,Ефремова,тульск,ефремов,тульск|ефремов,35,209.0,209.0,579
580,Роловское,,село,Ярославскаго Намѣстничества,,"РОЛОВСКОЕ , село Ярославскаго Намѣстничества. Здѣсь бываютъ годовые двѣ ярмарки, а именно одна Васильевская, Генваря 1 числа , а другая Ивановская, Іюня 24 числа; въ тѣ ярмарки купецкіе люди ни съ какими товарами не пріѣзжаютъ, а покупаютъ у крестьянъ холстовъ немалое число.",96,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОЛОВСКОЕ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Ярославскаго Намѣстничества. Здѣсь бываютъ годовые двѣ ярмарки, а именно одна Васильевская, Генваря 1 числа , а другая Ивановская, Іюня 24 числа; въ тѣ ярмарки купецкіе люди ни съ какими товарами не пріѣзжаютъ, а покупаютъ у крестьянъ холстовъ немалое число.</span>",Роловское,,Ярославского Наместничества,,ярославск,not_in_text,ярославск|not_in_text,39,,39,580
581,Романовъ,,городъ,Ярославскаго Намѣстничества,,"РОМАНОВЪ, городъ того же Намѣстничества. Здѣсь бываютъ двѣ ярмарки : первая въ день Живоначальныя Троицы , вторая въ день Іоанна Богослова, Сентября 26 дня; купцы пріѣзжаютъ изъ Ярославля съ мѣлочными товарами для одного крестьянства.",96,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОМАНОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Здѣсь бываютъ двѣ ярмарки : первая въ день Живоначальныя Троицы , вторая въ день Іоанна Богослова, Сентября 26 дня; купцы пріѣзжаютъ изъ Ярославля съ мѣлочными товарами для одного крестьянства.</span>",Романов,,Ярославского Наместничества,,ярославск,романовск,ярославск|романовск,39,285.0,285.0,581
582,Роменъ,,городъ,Черниговскаго Намѣстничества,,"РОМЕНЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая о Масляной недѣлѣ, вторая въ день Вознесенія , третія на день Пророка Иліи, четвертая въ день Собора Архистратига Михаила. Сюда пріѣзжаютъ купцы Великороссійскіе , Малороссійскіе и иностранные съ шелковыми, бумажными , гарусными , серебреными , мѣдными , оловянными, галантерейными и прочими товарами , а особливо великой торгъ и отпускъ бываетъ отсюда табаку.",97,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РОМЕНЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая о Масляной недѣлѣ, вторая въ день Вознесенія , третія на день Пророка Иліи, четвертая въ день Собора Архистратига Михаила. Сюда пріѣзжаютъ купцы Великороссійскіе , Малороссійскіе и иностранные съ шелковыми, бумажными , гарусными , серебреными , мѣдными , оловянными, галантерейными и прочими товарами , а особливо великой торгъ и отпускъ бываетъ отсюда табаку.</span>",Ромен,,Черниговского Наместничества,,черниговск,роменск,черниговск|роменск,38,223.0,223.0,582
583,Ропскъ,,мѣстечко,Новогородскаго - Сѣверскаго Намѣстничества,Стародубовскомъ уѣздѣ,"РОПСКЪ , мѣстечко Новогородскаго - Сѣверскаго Намѣстничества въ Стародубовскомъ уѣздѣ. Въ ономъ бываетъ въ годъ три ярмарки, на которыя съѣзжаются изъ окольныхъ мѣстъ купцы съ красными и другими мѣлочными товарами , также бываютъ и еженедѣльные торжки.",97,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РОПСКЪ , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Новогородскаго - Сѣверскаго Намѣстничества въ Стародубовскомъ уѣздѣ. Въ ономъ бываетъ въ годъ три ярмарки, на которыя съѣзжаются изъ окольныхъ мѣстъ купцы съ красными и другими мѣлочными товарами , также бываютъ и еженедѣльные торжки.</span>",Ропск,,Новогородского - Северского Наместничества,Стародубовском уезде,новогород - северск,стародубовск,новогород - северск|стародубовск,19,149.0,149.0,583
584,Ростовъ,,городъ,Ярославскаго Намѣстничества,,"РОСТОВЪ , городъ Ярославскаго Намѣстничества. Бываетъ здѣсь годовая сборная ярмарка на второй недѣлѣ великаго поста; пріѣзжаютъ сюда иногородные купцы съ разными Россійскими и Нѣмецкими товарами, мягкою рухлядью и прочимъ изъ Ярославля, изъ Переяславля Залѣскаго, Москвы и изъ Вологды съ разными суровски ми шелковыми товарами, а изъ Ярославля и съ серебреными да изъ города Кинешмы съ объ розами, изъ слободъ Макарья и Пуреха съ деревянною посудою , изъ Муромскаго и Касимовскаго уѣздовъ съ ободами, изъ Пошехонскаго и устюжскаго уѣздовъ съ дѣльнымъ желѣзомъ , то есть съ котлами, сковородами, гвоздями, замками, укладомъ и съ другими желѣзными товарами, а торгуютъ внутри города въ рядахъ въ лавкахъ, а иные и въ шалашахъ.",97,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РОСТОВЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Ярославскаго Намѣстничества. Бываетъ здѣсь годовая сборная ярмарка на второй недѣлѣ великаго поста; пріѣзжаютъ сюда иногородные купцы съ разными Россійскими и Нѣмецкими товарами, мягкою рухлядью и прочимъ изъ Ярославля, изъ Переяславля Залѣскаго, Москвы и изъ Вологды съ разными суровски ми шелковыми товарами, а изъ Ярославля и съ серебреными да изъ города Кинешмы съ объ розами, изъ слободъ Макарья и Пуреха съ деревянною посудою , изъ Муромскаго и Касимовскаго уѣздовъ съ ободами, изъ Пошехонскаго и устюжскаго уѣздовъ съ дѣльнымъ желѣзомъ , то есть съ котлами, сковородами, гвоздями, замками, укладомъ и съ другими желѣзными товарами, а торгуютъ внутри города въ рядахъ въ лавкахъ, а иные и въ шалашахъ.</span>",Ростов,,Ярославского Наместничества,,ярославск,ростовск,ярославск|ростовск,39,142.0,142.0,584
585,Рубежная,,слобода,Екатеринославскомъ Намѣстничества,,"РУБЕЖНАЯ , слобода Графа Гендрикова въ Екатеринославскомъ Намѣстничествѣ около слободы Салтовой. Въ оной годовыя ярмарки бываютъ, первая Генваря 1, вторая въ день Вознесенія Господня, третія Іюня 24, четвертая Іюля 20; пятая Сентября 14. На сіи торги съѣзжаются изъ близълежащихъ селъ и слободъ однодворцы и Черкасы , и торгуютъ мѣлочными товарами.",97,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РУБЕЖНАЯ , </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Графа Гендрикова въ Екатеринославскомъ Намѣстничествѣ около слободы Салтовой. Въ оной годовыя ярмарки бываютъ, первая Генваря 1, вторая въ день Вознесенія Господня, третія Іюня 24, четвертая Іюля 20; пятая Сентября 14. На сіи торги съѣзжаются изъ близъ</span><p><span class=""font0"">лежащихъ селъ и слободъ однодворцы и Черкасы , и торгуютъ мѣлочными товарами.</span></p>",Рубежная,,Екатеринославском Наместничества,,екатеринославск,not_in_text,екатеринославск|not_in_text,8,,8,585
586,Ружное,,село,Орловскаго Намѣстничества,,"РУЖНОЕ , село Орловскаго Намѣстничества подъ городомъ Карачевымъ. Въ ономъ бываетъ ярмарка Маія 2 дня; торгуютъ купцы мѣлочными товарами.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РУЖНОЕ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Орловскаго Намѣстничества подъ городомъ Карачевымъ. Въ ономъ бываетъ ярмарка Маія 2 дня; торгуютъ купцы мѣлочными товарами.</span>",Ружное,,Орловского Наместничества,,орловск,not_in_text,орловск|not_in_text,21,,21,586
587,Руза,,городъ,Московской Губерніи,,"РУЗА , городъ Московской Губерніи. Въ ономъ въ году бываютъ двѣ ярмарки : первая Іюня 29, вторая на Сырной недѣлѣ въ четвертокъ, и продолжаются по одному дню ; торгуютъ разными мѣлочными товарами.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РУЗА , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Московской Губерніи. Въ ономъ въ году бываютъ двѣ ярмарки : первая Іюня 29, вторая на Сырной недѣлѣ въ четвертокъ, и продолжаются по одному дню ; торгуютъ разными мѣлочными товарами.</span>",Руза,,Московской Губернии,,московск,руза,московск|руза,1,,1,587
588,Рушона,,мѣстечко,Полотскаго Намѣстничества,Динабурга,"РУШОНА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РУШОНА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.</span>",Рушона,,Полотского Наместничества,Динабурга,полотск,динабург,полотск|динабург,24,99.0,99.0,588
589,Рыбинскъ,,городъ,Ярославскаго Намѣстничества,,"РЫБИНСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь бываютъ ярмарки годовыя Двѣ , одна Петровская , Іюня 29 , другая Преображенская , Августа въ 6 день, да повсянедѣльные торжки въ субботніе дни. Купецкіе люди пріѣзжаютъ на оныя изъ Ярославля, Романова, Углича и изъ селъ съ москательнымъ товаромъ и прочимъ , и торгуютъ въ деревянномъ особливомъ гостиномъ дворѣ ; а крестьяне привозятъ произрастанія и рукодѣлія свои.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РЫБИНСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Ярославскаго Намѣстничества. Здѣсь бываютъ ярмарки годовыя Двѣ , одна Петровская , Іюня 29 , другая Преображенская , Августа въ 6 день, да повсянедѣльные торжки въ субботніе дни. Купецкіе люди пріѣзжаютъ на оныя изъ Ярославля, Романова, Углича и изъ селъ съ москательнымъ товаромъ и прочимъ , и торгуютъ въ деревянномъ особливомъ гостиномъ дворѣ ; а крестьяне привозятъ произрастанія и рукодѣлія свои.</span>",Рыбинск,,Ярославского Наместничества,,ярославск,рыбинск,ярославск|рыбинск,39,245.0,245.0,589
590,Рыжково,,село,Калужскаго Намѣстничества,Боровскомъ уѣздѣ,"РЫЖКОВО, село Калужскаго Намѣстничества въ Боровскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Августа 15 дня, въ праздникъ успенія Пресвятыя Богородицы ; пріѣзжаютъ купцы съ разными товарами изъ разныхъ городовъ.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РЫЖКОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Калужскаго Намѣстничества въ Боровскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка Августа 15 дня, въ праздникъ успенія Пресвятыя Богородицы ; пріѣзжаютъ купцы съ разными товарами изъ разныхъ городовъ.</span>",Рыжково,,Калужского Наместничества,Боровском уезде,калужск,боровск,калужск|боровск,12,210.0,210.0,590
591,Рызнъ,,село,Калужскаго Намѣстничества,Козельскомъ уѣздѣ,"РЫЗНЪ, село того же Намѣстничества въ Козельскомъ уѣздѣ. Здѣсь бываетъ ярмарка годовая въ день Вознесенія Господня ; на оную съѣзжается купечество изъ окрестныхъ городовъ , Калуги, Мещовска, Орла , Волхова, Бѣлева и другихъ городовъ; привозятъ товары москательные, бумажныя, шелковыя и другія матеріи ; а по большей части уѣздные крестьяне привозятъ разные товары , всякой хлѣбъ , пеньку , масло , медъ , воскъ , вощину, парусную уточную пряжу, холстъ льняной, посконной и прочія крестьянскія рукодѣлія и другіе мѣлочные товары.",98,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РЫЗНЪ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> того же Намѣстничества въ Козельскомъ уѣздѣ. Здѣсь бываетъ ярмарка годовая въ день Вознесенія Господня ; на оную съѣзжается купечество изъ окрестныхъ городовъ , Калуги, Мещовска, Орла , Волхова, Бѣлева и другихъ городовъ; привозятъ товары москательные, бумажныя, шелковыя и другія матеріи ; а по большей части уѣздные крестьяне привозятъ разные товары , всякой хлѣбъ , пеньку , масло , медъ , воскъ , вощину, парусную уточную пря</span><p><span class=""font0"">жу, холстъ льняной, посконной и прочія крестьянскія рукодѣлія и другіе мѣлочные товары.</span></p>",Рызн,,Калужского Наместничества,Козельском уезде,калужск,козельск,калужск|козельск,12,115.0,115.0,591
592,Рыльскъ,,городъ,Курскаго Намѣстничества,,"РЫЛЬСКЪ, городъ Курскаго Намѣстничества. Въ немъ , кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ бываетъ въ годъ двѣ ярмарки: первая въ десятую пятницу по Пасхѣ, а вторая въ день Казанскія Богоматери Іюля 8 числа , по одному дню продолжающіяся, на которыя съѣзжаются изъ окольныхъ мѣстъ съ мѣлкими товарами.",99,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЫЛЬСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Курскаго Намѣстничества. Въ немъ , кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ бываетъ въ годъ двѣ ярмарки: первая въ десятую пятницу по Пасхѣ, а вторая въ день Казанскія Богоматери Іюля 8 числа , по одному дню продолжающіяся, на которыя съѣзжаются изъ окольныхъ мѣстъ съ мѣлкими товарами.</span>",Рыльск,,Курского Наместничества,,курск,рыльск,курск|рыльск,15,246.0,246.0,592
593,Рѣзыцы,,городъ,Полотскаго Намѣстничества,,"РѢЗЫЦЫ , городъ Полотскаго Намѣстничества. Въ семъ городѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",99,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РѢЗЫЦЫ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Полотскаго Намѣстничества. Въ семъ городѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.</span>",Резыцы,,Полотского Наместничества,,полотск,режицк,полотск|режицк,24,326.0,326.0,593
594,Рѣпки,,мѣстечко,Черниговскаго Намѣстничества,Черниговскаго уѣздѣ,"РѢПКИ , мѣстечко Черниговскаго Намѣстничества и уѣзду. Въ ономъ бываютъ еженедѣльные торжки, на которыхъ торгъ производится окольными жителями большею частію хлѣбомъ и прочими домашними вещами и крестьянскими издѣльями.",99,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РѢПКИ , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества и уѣзду. Въ ономъ бываютъ еженедѣльные торжки, на которыхъ торгъ производится окольными жителями большею частію хлѣбомъ и прочими домашними вещами и крестьянскими издѣльями.</span>",Репки,,Черниговского Наместничества,Черниговского уезде,черниговск,черниговск,черниговск|черниговск,38,79.0,79.0,594
595,Ряжскъ,,городъ,Рязанскаго Намѣстничества,,"РЯЖСКЪ, городъ Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.",99,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЯЖСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.</span>",Ряжск,,Рязанского Наместничества,,рязанск,ряжск,рязанск|ряжск,28,247.0,247.0,595
596,Рязань,,главный городъ,Рязань Намѣстничества,,"РЯЗАНЬ , главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльныхъ по воскресеньямъ, середамъ и пятницамъ торговъ, бываютъ въ годъ двѣ ярмарки : первая Іюля 2, вторая Августа 29 чиселъ, на коихъ купечество торгуетъ, въ серебреномъ ряду крестами , перстнями, сергами и окладами , а въ москотильномъ разными камками , шелкомъ , позументами , золотыми и серебреными сѣтками , выбойкою , бумагою хлопчатою и писчею и съѣстными припасами; такожь для торгу отъѣзжаютъ съ сырыми кожами , медомъ, сырцомъ, щетиною и мерлушками.",99,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЯЗАНЬ , </span><span class=""font0"" style=""font-style:italic;"">главный городъ </span><span class=""font0"">Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльныхъ по воскресеньямъ, середамъ и пятницамъ торговъ, бываютъ въ годъ двѣ ярмарки : первая Іюля </span><span class=""font0"" style=""font-style:italic;"">2,</span><span class=""font0""> вторая Августа 29 чиселъ, на коихъ купечество торгуетъ, въ серебреномъ ряду крестами , перстнями, сергами и окладами , а въ москотильномъ разными камками , шелкомъ , позументами , золотыми и серебреными сѣтками </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> выбойкою , бумагою хлопчатою и писчею и съѣстными припасами; такожь для торгу отъѣзжаютъ съ сырыми кожами , медомъ, сырцомъ, щетиною и мерлушками.</span>",Рязань,,Рязань Наместничества,,рязанск,not_in_text,рязанск|not_in_text,28,,28,596
597,Савинъ Сторожевскій,,монастырь,Московской Губерніи,,"САВИНЪ СТОРОЖЕВСКІЙ , монастырь Московской Губерніи. При ономъ бываетъ ярмарка о десятой пятницѣ, продолжающаяся нѣсколько дней.",102,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САВИНЪ СТОРОЖЕВСКІЙ , </span><span class=""font0"" style=""font-style:italic;"">монастырь</span><span class=""font0""> Московской Губерніи. При ономъ бываетъ ярмарка о десятой пятницѣ, продолжающаяся нѣсколько дней.</span>",Савин Сторожевский,,Московской Губернии,,московск,not_in_text,московск|not_in_text,1,,1,597
598,Савиницы,,слобода,Харьковскаго Намѣстничества,Изюмскомъ уѣздѣ,"САВИНИЦЫ, слобода Харьковскаго Намѣстничества въ Изюмскомъ уѣздѣ. Здѣсь бываютъ три ярмарки: первая Апрѣля 23, въ день Великомученика Георгія; вторая Августа 15, въ день успенія; третія Ноября 8 , въ день Архистратига Михаила. На оныя пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, гарусными и прочими товарами.",102,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САВИНИЦЫ, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества въ Изюмскомъ уѣздѣ. Здѣсь бываютъ три ярмарки: первая Апрѣля 23, въ день Великомученика Георгія; вторая Августа 15, въ день успенія; третія Ноября 8 , въ день Архистратига Михаила. На оныя пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, гарусными и прочими товарами.</span>",Савиницы,,Харьковского Наместничества,Изюмском уезде,харьковск,изюмск,харьковск|изюмск,37,107.0,107.0,598
599,Самара,,городъ,Синбирскаго Намѣстничества,,"САМАРА, съ 1780 году городъ Синбирскаго Намѣстничества. Сюда привозятѣ промышленники вѣ Іюлѣ, и вѣ Августѣ мѣсяцахъ изѣ Козачья городка, Уральска и Казани уловную въ Уралѣ рыбу, рыбные припасы и лошадей. Для покупки сего пріѣзжаютъ Россійскіе купцы, и привозятъ съ собою всякіе мѣлочные товары, а уѣздные обыватели торгуютъ хлѣбомъ и прочимъ за рѣкою Самарою.",102,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САМАРА, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Синбирскаго Намѣстничества. Сюда привозятѣ промышленники вѣ Іюлѣ, и вѣ Августѣ мѣсяцахъ изѣ Козачья городка, Уральска и Казани уловную въ Уралѣ рыбу, рыбные припасы и лошадей. Для покупки сего пріѣзжаютъ Россійскіе купцы, и привозятъ съ собою всякіе мѣлочные товары, а уѣздные обыватели торгуютъ хлѣбомъ и прочимъ за </span><span class=""font0"" style=""font-style:italic;"">рѣкою Самарою.</span>",Самара,,Синбирского Наместничества,,синбирск,самара,синбирск|самара,30,,30,599
600,Самборской,,шанцъ,Екатеринославскаго Намѣстничества,,"САМБОРСКОЙ, шанцъ Екатеринославскаго Намѣстничества. Въ ономъ бываетѣ въ году три ярмарки. ",102,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САМБОРСКОЙ, </span><span class=""font0"" style=""font-style:italic;"">шанцъ</span><span class=""font0""> Екатеринославскаго Намѣстничества. Въ ономъ бываетѣ въ году три ярмарки. </span>",Самборской,,Екатеринославского Наместничества,,екатеринославск,not_in_text,екатеринославск|not_in_text,8,,8,600
601,Сапожокъ,,городъ,Рязанскаго Намѣстничества,,"САПОЖОКЪ, съ 1778 году городъ Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ  купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.",102,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САПОЖОКЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ</span><span class=""font0"" style=""font-style:italic;""> </span><span class=""font0""> купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.</span>",Сапожок,,Рязанского Наместничества,,рязанск,сапожковск,рязанск|сапожковск,28,201.0,201.0,601
602,Саратовъ,,главный городъ,Саратовъ Намѣстничества,,"САРАТОВЪ, главный городъ Намѣстничества сего имени. Въ немъ бываетъ ярмарка Іюля 8 числа отъ съѣзду крестьянъ изъ ближнихъ селеній для продажи и покупки имъ нужныхъ вещей , болѣежь съѣзжаются Калмыки для продажи Калмыцкихъ лошадей , кои продаютъ они рублей по 16 и больше, которыя высоки бываютъ ростомъ, и ходятъ иноходью; ошъ Россіанъ же Калмыки покупаютъ между прочимъ хлѣбъ, а болѣе сукна и шелковыя матеріи для одѣваніи своихъ женъ.",103,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=102,"САРАТОВЪ, </span><span class=""font0"" style=""font-style:italic;"">главный городъ</span><span class=""font0""> Намѣстничества сего имени. Въ немъ бываетъ ярмарка Іюля 8 числа отъ съѣзду крестьянъ изъ ближнихъ селеній для продажи и покупки имъ нужныхъ вещей , болѣежь съѣзжаются Калмыки для продажи Калмыцкихъ лошадей , кои продаютъ они рублей по 16 и больше, которыя высоки бываютъ ростомъ, и ходятъ иноходью; ошъ Россіанъ же Калмыки покупаютъ между прочимъ хлѣбъ, а болѣе сукна и шелковыя матеріи для одѣваніи своихъ женъ.</span>",Саратов,,Саратов Наместничества,,саратовск,not_in_text,саратовск|not_in_text,29,,29,602
603,Сарбаево,,село,Синбирскаго Намѣстничества,Алатырскомъ уѣздѣ,"САРБАЕВО, село Синбирскаго Намѣстничества въ Алатырскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Тихвинскія Богородицы; на тое ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.",103,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=102,"САРБАЕВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Синбирскаго Намѣстничества въ Алатырскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Тихвинскія Богородицы; на тое ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.</span>",Сарбаево,,Синбирского Наместничества,Алатырском уезде,синбирск,алатырьск,синбирск|алатырьск,30,81.0,81.0,603
