uniq_id,ru_old_orth,alt_name,partof_id,x_coord,y_coord,ru_featuretype,SOURCE,description,ru_new_orth,lc_trans,pres_loc,pres_country,country_code,beg_yr,end_yr,lc_featuretype,id_featuretype,en_featuretype,xy_type,partof_prov,partof_uezd,partof_prov_name,partof_uezd_name,geonameId,uezd_adj
420,Херсонъ,,8,32.6178,46.655809999999995,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХЕРСОНЪ, съ 1784 году городъ Екатеринославскаго Намѣстничества. Здѣсь Россійскіе купцы съ Цареградскими Греками и другими торгуютъ Европейскими и Азіатскими товарами, получая и отпуская за море на корабляхъ.",Херсон,"Kherson""","Kherson, Khersons'ka oblast",Ukraine,UA,,,,,,POINT,8,420.0,Екатеринославское Намѣстничество,,http://www.geonames.org/706448,Херсонский горсовет
423,Череповецъ,,18,37.9,59.13333000000001,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=125,"ЧЕРЕПОВЕЦЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ немъ бываютъ три годовыя ярмарки: первая Генваря 11, называемая Ѳеодосіевская, вторая Сентября 25, Сергіевская, третія Ноября 26, Георгіевская. Сюда пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ разными товарами.",Череповец,"Cherepovets""","Cherepovets, Vologda Oblast",Russia,RU,,,,,,POINT,18,423.0,Новогородское Намѣстничество,,http://www.geonames.org/569223,Череповец
427,Чугуевъ,,37,36.68803,49.835879999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=127,"ЧУГУЕВЪ, съ 1780 году городъ Харьковскаго Намѣстничества. Въ ономъ бываетъ ярмарка въ день Преображенія Господня, на которую пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы , такожь и крестьяне.",Чугуев,"Chuguev""","Chuhuiv, Kharkiv Oblast",Ukraine,UA,,,,,,POINT,37,427.0,Харьковское Намѣстничество,,http://www.geonames.org/710374,Чугуевский
436,Ядринъ,,11,46.20622,55.94051999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=131,"ЯДРИНЪ, съ 1781 году городъ Казанскаго Намѣстничества. Въ ономъ городѣ и въ уездѣ ярмарокъ нѣтъ, а бываютъ торжки малые въ каждой недѣлѣ по одному дню; товаръ бываетъ крестьянской , а заморскихъ товаровъ въ приводѣ не бываетъ.",Ядрин,"Iadrin""","Yadrin, Chuvashia Republic",Russia,RU,,,,,,POINT,11,436.0,Казанское Намѣстничество,,http://www.geonames.org/469809,Ядринский район
439,Никитскъ,,1,37.858109999999996,55.491769999999995,городъ,,,Никитск,Nikitsk,"Kolychevo, Moscow Oblast",Russia,RU,,,,,,POINT,1,439.0,Московская Губернія,Никитский уезд,http://www.geonames.org/545999,
440,Подолъ,,1,37.55472,55.42418000000001,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=89,"ПОДОЛЪ, городъ Московской Губерніи. Въ немъ каждую недѣлю по субботамъ бываетъ торгъ , на которой съѣзжается крестьянство съ своими произрастѣніями , издѣльями и съѣстными припасами;",Подол,Podol,"Podolsk, Moscow Oblast",Russia,RU,,,,,,POINT,1,440.0,Московская Губернія,Подольский уезд,http://www.geonames.org/508101,
441,Клинъ,,1,36.73333,56.333330000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=54,"КЛИНЪ, городъ Московской Губерніи. Въ ономъ бываетъ годовая ярмарка предъ пятницею въ субботу; на оную пріѣзжаютъ изъ другихъ уѣздовъ, и еженедѣльно торгуютъ въ субботу разными крестьянскими товарами , колесами и всякою деревянною посудою и прочими съѣстными припасами; частію бываютъ и купцы изъ нѣкоторыхъ окрестныхъ городовъ съ мѣлочными шелковыми и бумажными товарами.",Клин,Klin,"Klin, Moscow Oblast",Russia,RU,,,,,,POINT,1,441.0,Московская Губернія,Клинский уеад,http://www.geonames.org/547523,
445,Шадринскъ,,23,63.6335,56.0852,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=127,"ШАДРИНСКЪ, съ 1781 году городъ Пермскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая Іюня 29, вторая Ноября 3, третія въ первое Воскресеніе вели-каго поста; на оныхъ торгуютъ мѣлочными товарами.",Шадринск,Shadrinsk,"Shadrinsk, Kurgan Oblast",Russia,RU,,,,,,POINT,23,445.0,Пермское Намѣстничество,,http://www.geonames.org/1492517,город Шадринск
453,Спаскъ,,32,43.013525,54.06635,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СПАСКЪ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ десятую пятницу послѣ Пасхи, на которую пріѣзжаютъ купцы изъ ближнихъ городовъ съ мѣлочнымъ товаромъ, и торгуютъ только одинъ день.",Спаск,Spask,"Zubovo-Polyansky District, Mordovia",Russia,RU,,,,,,POINT,32,453.0,Тамбовское Намѣстничество,,http://www.geonames.org/569282,
454,Цывильскъ,,11,47.668387,55.737351000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=124,"ЦЫВИЛЬСКЪ, съ 1781 году городъ Казанскаго Намѣстничества. Въ ономъ бываетъ дважды въ годъ ярмарка, первой разъ Іюня 26, второй Іюля 20; торгуютъ разными мѣлочными товарами.",Цывильск,Tsyvil'sk,"Tsivilskiy rayon, Chuvashia Republic",Russia,RU,,,,,,POINT,11,454.0,Казанское Намѣстничество,,http://www.geonames.org/498480,
456,Бѣлой,,31,32.92948,55.848054000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЙ, городъ Смоленскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки; но собирается на оныя токмо крестьянство съ ихъ издѣльями.",Белой,Beloi,"Bely, Tver Oblast",Russia,RU,,,,,,POINT,31,456.0,Смоленское Намѣстничество,,http://www.geonames.org/577576,Бельский
460,Павлоградъ,,8,35.870979999999996,48.534259999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ПАВЛОГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Павлоград,Pavlograd,"Pavlohrad, Dnipropetrovsk Oblast",Ukraine,UA,,,,,,POINT,8,460.0,Екатеринославское Намѣстничество,,http://www.geonames.org/697889,Павлоградский район
465,Валки,,37,35.61223,49.83597,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",Валки,Valki,"Valky, Kharkiv Oblast",Ukraine,UA,,,,,,POINT,37,465.0,Харьковское Намѣстничество,,http://www.geonames.org/690509,
472,Порѣчье,,31,31.27662,55.31191999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=90,"ПОРѢЧЬЕ , городъ Смоленскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая Іюня мѣсяца въ десятую пятницу, вторая Сентября 8, въ день Рождества Богородицы ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными товарами.",Поречье,Porech'e,"Porechye, Smolensk Oblast",Russia,RU,,,,,,POINT,31,472.0,Смоленское Намѣстничество,,http://www.geonames.org/506309,
474,Вильманстрандъ,,6,28.231957,61.048829000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=27,"ВИЛЬМАНСТРАНДЪ , городъ Выборгскаго Намѣстничества. Въ семъ городѣ бываетъ въ году два раза ярмарка : первал 8, а вторая 29 Августа мѣсяца.",Вильманстранд,Vil'manstrand,Lappeenranta,Finland,FI,,,,,,POINT,6,474.0,Выборгское Намѣстничество,,http://www.geonames.org/7645811,
478,Роменъ,,38,33.198877,50.94679,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=96,"РОМЕНЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая о Масляной недѣлѣ, вторая въ день Вознесенія , третія на день Пророка Иліи, четвертая въ день Собора Архистратига Михаила. Сюда пріѣзжаютъ купцы Великороссійскіе , Малороссійскіе и иностранные съ шелковыми, бумажными , гарусными , серебреными , мѣдными , оловянными, галантерейными и прочими товарами , а особливо великой торгъ и отпускъ бываетъ отсюда табаку.",Ромен,Romen,"Konotops'kyi district, Sums'ka oblast",Ukraine,UA,,,,,,POINT,38,478.0,Черниговское Намѣстничество,,http://www.geonames.org/8409619,
479,Городня,Городницкъ,38,31.597409999999996,51.89085,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=34,"ГОРОДНЯ, или ГОРОДНИЦКЪ , городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки: первая Іюня 29, въ день Святыхъ Апостоловъ Петра и Павла , вторая Октября 14, въ день Св. Параскевы ; на оныя и въ субботніе еженедѣльныеторжки пріѣзжаютъ окольные жители и торгутъ хлѣбомъ , рыбою , деревянною и глиняною посудою, веревками , лыками , саньми и ободьемъ ; также пріѣзжаютъ изъ городовъ и съ лавочными товарами.",Городня,Gorodnia,"Horodnya, Chernihivs'ka oblast",Ukraine,UA,,,,,,POINT,38,479.0,Черниговское Намѣстничество,,http://www.geonames.org/708320,Городнянский район
483,Молога,,39,38.57269,58.172518999999994,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=74,"МОЛОГА , городъ Ярославскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : одна Генваря 18, а другая на четвертой недѣлѣ великаго поста въ среду, на которыя пріѣзжа-ютъ купцы отъ Бѣлозерска , Углича, Романова, Борисоглѣбска и Рыбинска съ хлѣбомъ, рыбою , мясами и съ деревянною посудою.",Молога,Mologa,"Rybinsk, Yaroslavl Oblast",Russia,RU,,,,,,POINT,39,483.0,Ярославское Намѣстничество,,http://www.geonames.org/570271,
486,Борисоглѣбскъ,,39,39.525119000000004,57.866991000000006,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРИСОГЛѢБСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь ярмарки бываютъ на день Живоначальныя Троицы и на день Іоанна Богослова ; а недѣльные торжки въ субботніе дни. Въ оные ярмарочные и субботніе дни съ товарами купцы не пріѣзжаютъ, а съѣзжаются по большей части живущіе въ близости оной слободы крестьяне и прочіе разночинцы, и привозятъ на продажу хлѣбъ, столовые запасы и дѣланную ими деревянную и прочую посуду.",Борисоглебск,Borisoglebsk,"Tutayev, Yaroslavl Oblast",Russia,RU,,,,,,POINT,39,486.0,Ярославское Намѣстничество,,http://www.geonames.org/480122,Тутаевский
487,Романовъ,,39,39.5406,57.885290000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=95,"РОМАНОВЪ, городъ того же Намѣстничества. Здѣсь бываютъ двѣ ярмарки : первая въ день Живоначальныя Троицы , вторая въ день Іоанна Богослова, Сентября 26 дня; купцы пріѣзжаютъ изъ Ярославля съ мѣлочными товарами для одного крестьянства.",Романов,Romanov,"Tutayev, Yaroslavl Oblast",Russia,RU,,,,,,POINT,39,487.0,Ярославское Намѣстничество,,http://www.geonames.org/480122,Тутаевский
501,Духовщина,,31,32.4111,55.1919,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=40,"ДУХОВЩИНА, городъ Смоленскаго Намѣстничества. Въ ономъ бываютъ двѣ въ году ярмарки: первая на первой недѣлѣ великаго поста въ пятницу, вторая Августа 15, въ деньуспенія Богородицы ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными товарами.",Духовщина,Dukhovshchina,"Dukhovshchina, Smolensk Oblast",Russia,RU,,,,,,POINT,31,501.0,Смоленское Намѣстничество,,http://www.geonames.org/564234,Духовщинский
502,Дорогобужъ,,31,33.25,55.11666999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=39,"ДОРОГОБУЖЪ, городъ Смоленскаго Намѣстничества. Въ ономъ бываетъ одна ярмарка годовая, Іюня мѣсяца передъ Петровымъ днемъ, и пріѣзжаетъ изъ ближнихъ город въ купечество. Въ уѣздѣ онаго состоитъ пятьдесятъ два села , въ коихъ бываетъ во время праздниковъ храмовыхъ съѣздъ купечеству только съ одними съѣстными припасы.",Дорогобуж,Dorogobuzh,"Safonovo, Smolensk Oblast",Russia,RU,,,,,,POINT,31,502.0,Смоленское Намѣстничество,,http://www.geonames.org/565201,
504,Льговъ,,15,35.2775,51.63069,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛЬГОВЪ, городъ Курскаго Намѣстничества. Въ немЬ, кромѣ еженедѣльнаго торгу, бываютъ въ году двѣ ярмарки: первая въ Ивановъ день 24 Іюня , вторая Сентября 1 числа, продолжающіяся по два и по три дни, на которыя Курскіе, Сѣв-скіе и Рыльскіе купцы привозятъ сукна , шелковыя разныя матеріи и мѣлкія вещи ; также довольно пригоняютъ туда съ заводовъ лошадей.",Льгов,L'gov,"Lgov, Kursk Oblast",Russia,RU,,,,,,POINT,15,504.0,Курское Намѣстничество,,http://www.geonames.org/535334,Льговский
505,Тимъ,,15,37.12444,51.62222,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=113,"ТИМЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ двѣ въ году ярмарки: первая въ одинадцатую пятницу по Пасхѣ , вторая въ день Рождества Богородицы, на которыя съѣзжаются болѣе Курскіе и Старооскольскіе купцы съ сукнами и шелковыми матеріями.",Тим,Tim,"Tim, Kursk Oblast",Russia,RU,,,,,,POINT,15,505.0,Курское Намѣстничество,,http://www.geonames.org/482986,
506,Щигры,,15,36.90432,51.87555,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=129,"ЩИГРЫ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ одна въ году ярмарка въ Троицынъ день; сверхъ того здѣшніе обыватели торгуютъ по Воскресеньямъ мѣлочнымъ крестьянскимъ товаромъ, хлѣбомъ и припасами.",Щигры,Shchigry,"Shchigry, Kursk Oblast",Russia,RU,,,,,,POINT,15,506.0,Курское Намѣстничество,,http://www.geonames.org/495206,Щигры
507,Усмань,,32,39.7288,52.046620000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УСМАНЬ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году о десятой пятницѣ ярмарка, продолжающаяся 7 дней, на которую пріѣзжаютъ купцы изъ Воронежа, Ельца и Липецка съ сукнами и разными шелковыми и мѣлочными товарами.",Усмань,Usman',"Usman, Lipetsk Oblast",Russia,RU,,,,,,POINT,32,507.0,Тамбовское Намѣстничество,,http://www.geonames.org/478317,Усманский
509,Кирсановъ,,32,42.722359999999995,52.65494,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=54,"КИРСАНОВЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываютъ въ году двѣ ярмарки: одна въ первой день Петрова поста, а другая Іюля 20 дня, на которыя пріѣзжаютъ изъ ближайшихъ городовъ съ мѣлочнымъ товаромъ.",Кирсанов,Kirsanov,"Kirsanov, Tambov Oblast",Russia,RU,,,,,,POINT,32,509.0,Тамбовское Намѣстничество,,http://www.geonames.org/548330,Кирсанов
514,Починки,,17,44.86678,54.69875,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=91,"ПОЧИНКИ , городъ Нижегородскаго Намѣстничества. Въ емъ, кромѣ еженедѣльнаго по четвергамъ торгу, бываетъ въ одъ Маія 25 дня ярмарка, на вторую пріѣзжаютъ изъ ближнихъ городовъ купцы съ мѣлочными шелковыми товарами, крестьяне привозить бывшею  хлѣбъ, лѣсъ и деревянную посуду.",Починки,Pochinki,"Pochinki, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,514.0,Нижегородское Намѣстничество,,http://www.geonames.org/508635,Починковский
515,Лукояновъ,,17,44.47865,55.027719999999995,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=68,"ЛУКОЯНОВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ каждую недѣлю по воскресеньямъ бываетъ торгъ , на которой пріѣзжаютъ крестьяне , но болѣе съ хлѣбомъ.",Лукоянов,Lukoianov,"Lukoyanov, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,515.0,Нижегородское Намѣстничество,,http://www.geonames.org/533400,Лукояновский
517,Княгининъ,,17,45.034890000000004,55.82278,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=55,"КНЯГИНИНЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ каждую недѣлю по вторникамъ торгъ, на которой крестьяне привозятъ всякіе съѣстные припасы, также дрова и деготь.",Княгинин,Kniaginin,"Knyaginino, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,517.0,Нижегородское Намѣстничество,,http://www.geonames.org/547162,Княгининский
519,Балахна,,17,43.60114,56.48989,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=14,"БАЛАХНА , городъ Нижегородскаго Намѣстничества. Въ ономъ бываютъ каждую недѣлю по середамъ и пятницамъ, а въ зимнее время и по воскресеньямъ торги, на которые крестьяне привозятъ болѣе хлѣбъ, съѣстные припасы и разныя для жителей потребности.",Балахна,Balakhna,"Balakhna, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,519.0,Нижегородское Намѣстничество,,http://www.geonames.org/579514,Балахнинский
520,Семеновъ,,17,44.49297,56.787490000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=103,"СЕМЕНОВЪ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ немъ каждо-недѣльно бываетъ по четвергамъ торгъ, на которой привозитъ крестьянство всякіе съѣстные припасы и прочіе мѣлочные товары.",Семенов,Semenov,"Semyonov, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,520.0,Нижегородское Намѣстничество,,http://www.geonames.org/497450,Семёновский
521,Трубчевскъ,,21,33.7644,52.5798,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТРУБЧЕВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, которая начинается съ Троицына Дня, и продолжается недѣлю.",Трубчевск,Trubchevsk,"Trubchevsk, Bryansk Oblast",Russia,RU,,,,,,POINT,21,521.0,Орловское Намѣстничество,,http://www.geonames.org/481350,Трубчевский
522,Чернь,,35,36.9145,53.45231999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=126,"ЧЕРНЬ, съ 1777 году городъ Тульскаго Намѣстничества. Въ уѣздѣ онаго бываетъ по одной небольшой ярмаркѣ въ году, въ селахъ въ Дѣвочкиномъ, Зупнахъ, Благовѣщенскомъ , Бабуриномъ , Скородномъ , Богородицкомъ, Жадомъ тожь, Никольскомъ , въ Языковѣ , Спа-скомъ, что на Зушѣ , Троицкомъ и Воскресенскомъ.",Чернь,Chern',"Chern', Tula Oblast",Russia,RU,,,,,,POINT,35,522.0,Тульское Намѣстничество,,http://www.geonames.org/569116,
524,Скопинъ,,28,39.55053,53.82486,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=105,"СКОПИНЪ, съ 1778 году городъ Рязанскаго Намѣстничества. Здѣсь бываетъ ярмарка послѣ Свѣтлой недѣли въ девятую , въ десятую и во вторуюнадесять пятницы; товары привозятъ изъ иныхъ городовъ и изъ уѣздовъ крестьянскіе, съѣстные и прочіе, что до обывательскихъ крестьянскихъ нуждъ принадлежитъ.",Скопин,Skopin,"Skopin, Ryazan Oblast",Russia,RU,,,,,,POINT,28,524.0,Рязанское Намѣстничество,,http://www.geonames.org/492376,Скопин
526,Пронскъ,,28,39.6092,54.1048,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=92,"ПРОНСКЪ , городъ Рязанскаго Намѣстничества. Въ немъ каждую недѣлю бываютъ по пятницамъ торги, на коихъ торгуютъ всякими товарами.",Пронск,Pronsk,"Pronsk, Ryazan Oblast",Russia,RU,,,,,,POINT,28,526.0,Рязанское Намѣстничество,,http://www.geonames.org/504717,Пронский
529,Старица,,33,34.93544,56.50751999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРИЦА , съ 1775 году городъ Тверскаго Намѣстничества. Здѣсь бываютъ ярмарки дважды въ годъ: первая на девятой недѣлѣ по Пасхѣ въ пятокъ, вторая въ Іюлѣ мѣсяцѣ передъ Ильинымъ днемъ , въ пятокъ же ; торгуютъ разными шелковыми, бумажными, суконными и прочими товарами.",Старица,Staritsa,"Staritsa, Tver Oblast",Russia,RU,,,,,,POINT,33,529.0,Тверское Намѣстничество,,http://www.geonames.org/488946,
530,Слободской,,7,50.17722,58.73222,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=106,"СЛОБОДСКОЙ, съ 1781 году городъ Вятскаго Намѣстничества. Въ ономъ торговыхъ съѣздовъ , кромѣ лавочной продажи , бываетъ пять: первая ярмарка въ пятое Воскресенье великаго поста , вторая въ десятое Воскресенье по Пасхѣ, третія и четвертая въ Іюлѣ и и въ Сентябрѣ мѣсяцахъ, во время принесенія въ городъ изъ разныхъ мѣстъ Святыхъ образовъ, питая Ноября 24, въ день Великомученицы Екатерины; да въ уѣздѣ онаго въ селахъ Кинчинѣ, Сырьянахъ , Балезинѣ , Озловицкомъ и Волчьевскомъ пять же.",Слободской,Slobodskoi,"Slobodskoy, Kirov Oblast",Russia,RU,,,,,,POINT,7,530.0,Вятское Намѣстничество,,http://www.geonames.org/491882,город Слободской
531,Яранскъ,,7,47.886109999999995,57.303309999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=131,"ЯРАНСКЪ, съ 1781 году городъ Вятскаго Намѣстничества. Въ немъ бываютъ каждонедѣльно по Воскресеньямъ съѣзды , на которыхъ купцы торгуютъ разными шелковыми и бумажными мѣлочными, также привозимыми изъ уѣзду, воскомъ, медомъ, саломъ, кожами, овчинами , хмѣлемъ и разными здѣшняго произрастѣнія пушными товарами.",Яранск,Iaransk,"Yaransk, Kirov Oblast",Russia,RU,,,,,,POINT,7,531.0,Вятское Намѣстничество,,http://www.geonames.org/469005,Яранский
534,Туринскъ,,34,63.69605,58.04575,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТУРИНСКЪ, съ 1782 году городъ Тобольскаго Намѣстничества. Здѣсь бываютъ знатные торговые съѣзды по вся воскресные дни.",Туринск,Turinsk,"Turinsk, Sverdlovsk Oblast",Russia,RU,,,,,,POINT,34,534.0,Тобольское Намѣстничество,,http://www.geonames.org/1488933,Туринский
536,Богатый,,15,36.02332,50.97632,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОГАТЫЙ, городъ Курскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю по понедѣльникамъ и пятницамъ торги.",Богатый,Bogatyi,"Bogatoye, Belgorod Oblast",Russia,RU,,,,,,POINT,15,536.0,Курское Намѣстничество,,http://www.geonames.org/575757,
537,Боровичи,,18,33.91667,58.38333000000001,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРОВИЧИ, городъ Новогородскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки: первая Генваря 25,",Боровичи,Borovichi,"Borovichi, Novgorod Oblast",Russia,RU,,,,,,POINT,18,537.0,Новогородское Намѣстничество,,http://www.geonames.org/461730,
539,Валдай,,18,33.2525,57.97472,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛДАЙ, городъ Новогородскаго Намѣстничества. Въ ономъ бываютъ три ярмарки : первая на Свѣтлой недѣлѣ, вторая Октября отъ 23 по 28, третія въ праздникъ Рождества Христова три дни. На оныя пріѣзжаютъ купцы изъ окрестныхъ городовъ съ щепетильными мѣлкими товарами и съѣстными припасами.",Валдай,Valdai,"Valday, Novgorod Oblast",Russia,RU,,,,,,POINT,18,539.0,Новогородское Намѣстничество,,http://www.geonames.org/477301,Валдайский
540,Березинъ,Березна,38,31.78456,51.5716,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗИНЪ, или БЕРЕЗНА, городъ Черниговскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки: первая въ день Вознесенія Господня, вторая Августа 15, въ день Успенія Богородицы, на коихъ ярмаркахъ и еженедѣльныхъ торгахъ въ продажѣ бываютъ изъ окольныхъ мѣстъ привозимые разные съѣстные и питейные припасы, также скотъ и деревянная посуда.",Березин,Berezin,"Berezna, Chernihivs'ka oblast",Ukraine,UA,,,,,,POINT,38,540.0,Черниговское Намѣстничество,,http://www.geonames.org/712343,
541,Березовъ,,34,65.04194,63.93806,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗОВЪ, городъ Тобольскаго Намѣстничества. Сюда пріѣзжаютъ Тобольскіе купцы каждую весну водою, и торгу-ють съ тутошними Россійскими жителями , а особливо съ Остяками и Вогуличами; осеньюжь въ Тобольскъ назадъ возвращаются.",Березов,Berezov,"Beryozovo, Khanty-Mansi Autonomous Okrug",Russia,RU,,,,,,POINT,34,541.0,Тобольское Намѣстничество,,http://www.geonames.org/1510214,
542,Вышній Волочокъ,,33,34.56453,57.59125,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,"ВЫШНІЙ ВОЛОЧОКЪ, городъ Тверскаго Намѣстничества. Въ семъ городѣ бываютъ въ году три ярмарки.",Вышний Волочок,Vyshnii Volochok,"Vyshny Volochyok, Tver Oblast",Russia,RU,,,,,,POINT,33,542.0,Тверское Намѣстничество,,http://www.geonames.org/470252,
543,Габзаль,,26,23.54139,58.943059999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=31,"ГАБЗАЛЬ , городъ Ревельскаго Намѣстничества. Въ немъ бываетъ одна въ году ярмарка.",Габзаль,Gabzal',"Haapsalu, Läänemaa",Estonia,EE,,,,,,POINT,26,543.0,Ревельское Намѣстничество,,http://www.geonames.org/592225,
544,Гжать,,31,34.99537,55.55291,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=32,"ГЖАТЬ, городъ Смоленскаго Намѣстничества. Въ семъ городѣ бываетъ годовая ярмарка , сверхъ каждонедѣльныхъ торговъ, Іюля 8 дня ; а въ селахъ бываетъ съѣздъ въ храмовые праздники , и въ каждомъ на одинъ только тотъ день.",Гжать,Gzhat',"Gagarin, Smolensk Oblast",Russia,RU,,,,,,POINT,31,544.0,Смоленское Намѣстничество,,http://www.geonames.org/562237,Гагаринский
