,wkt_geom,OBJECTID_1,Post,Category,Group,Placename,REGION,SHEET,UnitID,Status,Uz_name,Prov_name,XCOORD,YCOORD,Unnamed: 14,text,ru_uezd,_type,page,name,alt_name,ru_prov,source_url,html_text,name_modern_sp,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,partof_id,admin1_partof,admin2_partof,lc_translit,translit_prov_stem,settle_prov_stem
894,POINT(45.23253780936877178 55.74621972988095564),8240,1,uezd town,urban,Kniaginin,7,Atlas 039,386,Regular,Perevoz (Kniaginin),Nizhegorodskaia,45.232538,55.746219999999994,,"КНЯГИНИНЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ каждую недѣлю по вторникамъ торгъ, на которой крестьяне привозятъ всякіе съѣстные припасы, также дрова и деготь.",not_in_text,городъ,56,Княгининъ,,Нижегородскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=55,"КНЯГИНИНЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ немъ бываетъ каждую недѣлю по вторникамъ торгъ, на которой крестьяне привозятъ всякіе съѣстные припасы, также дрова и деготь.</span>",Княгинин,Нижегородского Наместничества,not_иn_text,нижегородск,нот_ин_теxт,нижегородск,17.0,17.0,,Kniaginin,nizhegorodsk,nizhegorodsk
897,POINT(43.22928529720878288 56.10817319539481218),8284,1,uezd town,urban,Gorbatov,5,Atlas 039,387,Regular,Gorbatov,Nizhegorodskaia,43.229285,56.108173,,"ГОРБАТОВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ каждонедѣльно бываетъ по середамъ торгъ , на которой привозятъ крестьяне хлѣбъ и пеньку.",not_in_text,городъ,35,Горбатовъ,,Нижегородскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=34,"ГОРБАТОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ немъ каждонедѣльно бываетъ по середамъ торгъ , на которой привозятъ крестьяне хлѣбъ и пеньку.</span>",Горбатов,Нижегородского Наместничества,not_иn_text,нижегородск,нот_ин_теxт,нижегородск,17.0,17.0,,Gorbatov,nizhegorodsk,nizhegorodsk
900,POINT(36.7758086574476053 57.14569292231443853),12375,0,selo or sloboda,rural,Goritsy,6,Atlas 020,455,Regular,Korcheva,Tverskaia,36.775809,57.14569300000001,,"ГОРИЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ торжки бываютъ по вся недѣли по воскреснымъ днямъ ; товары привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",Кашинскомъ уѣздѣ,село,35,Горицы,,Тверскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=34,"ГОРИЦЫ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ торжки бываютъ по вся недѣли по воскреснымъ днямъ ; товары привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.</span>",Горицы,Тверского Наместничества,Кашинском уезде,тверск,кашинск,тверск|кашинск,72.0,33.0,72.0,Goritsy,tversk,tversk
901,POINT(43.87580623908541355 56.44942699222134763),8263,1,uezd town,urban,Balakhna,9,Atlas 039,390,Regular,Balakhna,Nizhegorodskaia,43.875806,56.449427,,"БАЛАХНА , городъ Нижегородскаго Намѣстничества. Въ ономъ бываютъ каждую недѣлю по середамъ и пятницамъ, а въ зимнее время и по воскресеньямъ торги, на которые крестьяне привозятъ болѣе хлѣбъ, съѣстные припасы и разныя для жителей потребности.",not_in_text,городъ,15,Балахна,,Нижегородскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=14,"БАЛАХНА , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ ономъ бываютъ каждую недѣлю по середамъ и пятницамъ, а въ зимнее время и по воскресеньямъ торги, на которые крестьяне привозятъ болѣе хлѣбъ, съѣстные припасы и разныя для жителей потребности.</span>",Балахна,Нижегородского Наместничества,not_иn_text,нижегородск,нот_ин_теxт,нижегородск,17.0,17.0,,Balakhna,nizhegorodsk,nizhegorodsk
902,POINT(44.72583416777690957 56.71389991272867803),8216,1,uezd town,urban,Semenov,10,Atlas 039,391,Regular,Semenov,Nizhegorodskaia,44.725834,56.7139,,"СЕМЕНОВЪ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ немъ каждо-недѣльно бываетъ по четвергамъ торгъ, на которой привозитъ крестьянство всякіе съѣстные припасы и прочіе мѣлочные товары.",not_in_text,городъ,104,Семеновъ,,Нижегородскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=103,"СЕМЕНОВЪ, съ 1779 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Нижегородскаго Намѣстничества. Въ немъ каждо-недѣльно бываетъ по четвергамъ торгъ, на которой привозитъ крестьянство всякіе съѣстные припасы и прочіе мѣлочные товары.</span>",Семенов,Нижегородского Наместничества,not_иn_text,нижегородск,нот_ин_теxт,нижегородск,17.0,17.0,,Semenov,nizhegorodsk,nizhegorodsk
903,POINT(34.76145948518225737 52.12195262948052488),8507,1,uezd town,urban,Sevsk,1,Atlas 029,393,Regular,Sevsk,Orlovskaia,34.761459,52.121953000000005,,"СѢВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка, исключая обыкновенныхъ торговъ.",not_in_text,городъ,113,Сѣвскъ,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"СѢВСКЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка, исключая обыкновенныхъ торговъ.</span>",Севск,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Sevsk,orlovsk,orlovsk
904,POINT(33.90543877511645121 52.5761346066024231),8535,1,uezd town,urban,Trubchevsk,2,Atlas 029,394,Regular,Trurchevsk,Orlovskaia,33.905439,52.576135,,"ТРУБЧЕВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, которая начинается съ Троицына Дня, и продолжается недѣлю.",not_in_text,городъ,117,Трубчевскъ,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТРУБЧЕВСКЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, которая начинается съ Троицына Дня, и продолжается недѣлю.</span>",Трубчевск,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Trubchevsk,orlovsk,orlovsk
906,POINT(38.64549515004132019 52.62204003849617351),8469,1,uezd town,urban,Elets,8,Atlas 029,399,Regular,Elets,Orlovskaia,38.645495,52.622040000000005,,"ЕЛЕЦЪ, городъ Орловскаго Намѣстничества. Здѣсь бываютъ торжки въ Аргамачей слободѣ Сентября въ 8 день, а въ уѣздѣ его въ селѣ Подворгальскомъ Маія 21, при ТешевскомъЗадонскомъ Богородицкомъ монастырѣ Іюля 23 день, въ селѣ Петровскомъ Іюня 29, въ селѣ Тюртенѣ Іюля въ 8 день. На сихъ ярмаркахъ торгуютъ Елецкіе и другихъ городовъ купцы съ уѣздными обывателями всякими разными мѣлочными товары, а обыватели продаютъ купцамъ и своей братьи лошадей , скотину , холстъ и съѣстные всякіе припасы и рукодѣлье.",not_in_text,городъ,42,Елецъ,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=41,"ЕЛЕЦЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Здѣсь бываютъ торжки въ Аргамачей слободѣ Сентября въ 8 день, а въ уѣздѣ его въ селѣ Подворгальскомъ Маія 21, при Тешевскомъ</span>Задонскомъ Богородицкомъ монастырѣ Іюля 23 день, въ селѣ Петровскомъ Іюня 29, въ селѣ Тюртенѣ Іюля въ 8 день. На сихъ ярмаркахъ торгуютъ Елецкіе и другихъ городовъ купцы съ уѣздными обывателями всякими разными мѣлочными товары, а обыватели продаютъ купцамъ и своей братьи лошадей , скотину , холстъ и съѣстные всякіе припасы и рукодѣлье.",Елец,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Elets,orlovsk,orlovsk
908,POINT(37.6799019633522434 52.41922775560190928),8457,1,uezd town,urban,Livny,7,Atlas 029,400,Regular,Livny,Orlovskaia,37.679902,52.419228000000004,,"ЛИВНЫ, городъ Орловскаго Намѣстничества. Здѣсь бываетъ въ годъ одна ярмарка послѣ Пасхи на десятой недѣлѣ въ пятницу; пріѣзжаютъ на оную купцы изъ окрестныхъ городовъ съ шелковыми и про чими мѣлочными товарами; также собираются и крестьяне съ своими издѣльями.",not_in_text,городъ,67,Ливны,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=66,"ЛИВНЫ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Здѣсь бываетъ въ годъ одна ярмарка послѣ Пасхи на десятой недѣлѣ въ пятницу; пріѣзжаютъ на оную купцы изъ окрестныхъ городовъ съ шелковыми и про чими мѣлочными товарами; также собираются и крестьяне съ своими издѣльями.</span>",Ливны,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Livny,orlovsk,orlovsk
910,POINT(34.3395280771124547 53.26459816241137446),8560,1,uezd town,urban,Briansk,9,Atlas 029,401,Regular,Briansk,Orlovskaia,34.339528,53.264598,,"БРЯНСКЪ , городъ Орловскаго Намѣстничества. Въ семъ городѣ бываетъ въ году ярмарка въ Іюнѣ мѣсяцѣ въ десятую пятницу по Пасхѣ; да близъ города Свинская, начинающаяся съ Сентября, и продолжающаяся по Октябрь.",not_in_text,городъ,22,Брянскъ,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БРЯНСКЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ семъ городѣ бываетъ въ году ярмарка въ Іюнѣ мѣсяцѣ въ десятую пятницу по Пасхѣ; да близъ города </span><span class=""font0"" style=""font-style:italic;"">Свинская,</span><span class=""font0""> начинающаяся съ Сентября, и продолжающаяся по Октябрь.</span>",Брянск,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Briansk,orlovsk,orlovsk
911,POINT(36.40486979448357374 53.26928848939383698),8410,1,uezd town,urban,Mtsensk,12,Atlas 029,404,Regular,Mtsensk (Deshkin),Orlovskaia,36.40487,53.269288,,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",not_in_text,городъ,78,Мценскъ,,Орловскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=77,"МЦЕНСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.</span>",Мценск,Орловского Наместничества,not_иn_text,орловск,нот_ин_теxт,орловск,21.0,21.0,,Mtsensk,orlovsk,orlovsk
912,POINT(36.93455340789513741 53.00427414013184091),12030,1,uezd town,urban,Novosil',1,Atlas 031,416,Regular,Novosil',Tul'skaia,36.934553,53.004274,,"НОВОСИЛЬ , городъ Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.",not_in_text,городъ,80,Новосиль,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОСИЛЬ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.</span>",Новосиль,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Novosil',tul'sk,tul'sk
913,POINT(38.09100333599670307 53.15785200427049517),12000,1,uezd town,urban,Efremov,2,Atlas 031,417,Regular,Efremov,Tul'skaia,38.091003,53.157852,,"ЕФРЕМОВЪ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ Іюнѣ, называемая десятая пятница, вторая Августа 6, въ день Преображенія Господня, третія Сентября 15, въ день Великомученика Никиты , четвертая Октября 1, въ день Покрова Богородицы. Купцы съѣзжаются изъ окрестныхъ городовъ съ разными товарами, но по большей части съ мѣлочными.",not_in_text,городъ,44,Ефремовъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=43,"ЕФРЕМОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая въ Іюнѣ, называемая десятая пятница, вторая Августа 6, въ день Преображенія Господня, третія Сентября 15, въ день Великомученика Никиты , четвертая Октября 1, въ день Покрова Богородицы. Купцы съѣзжаются изъ окрестныхъ городовъ съ разными товарами, но по большей части съ мѣлочными.</span>",Ефремов,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Efremov,tul'sk,tul'sk
914,POINT(36.76991229682136009 53.43843008159878849),11954,0,uezd town,urban,Chern',3,Atlas 031,418,Regular,Chern',Tul'skaia,36.769912,53.438430000000004,,"ЧЕРНЬ, съ 1777 году городъ Тульскаго Намѣстничества. Въ уѣздѣ онаго бываетъ по одной небольшой ярмаркѣ въ году, въ селахъ въ Дѣвочкиномъ, Зупнахъ, Благовѣщенскомъ , Бабуриномъ , Скородномъ , Богородицкомъ, Жадомъ тожь, Никольскомъ , въ Языковѣ , Спа-скомъ, что на Зушѣ , Троицкомъ и Воскресенскомъ.",not_in_text,городъ,127,Чернь,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=126,"ЧЕРНЬ, съ 1777 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Въ уѣздѣ онаго бываетъ по одной небольшой ярмаркѣ въ году, въ селахъ въ Дѣвочкиномъ, Зупнахъ, Благовѣщенскомъ , Бабуриномъ , Скородномъ , Богородицкомъ, Жадомъ тожь, Никольскомъ , въ Языковѣ , Спа-скомъ, что на Зушѣ , Троицкомъ и Воскресенскомъ.</span>",Чернь,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Chern',tul'sk,tul'sk
915,POINT(36.59437220060397777 53.88670697319815872),11849,1,uezd town,urban,Odoev,5,Atlas 031,420,Regular,Odoev,Tul'skaia,36.594372,53.886706999999994,,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",not_in_text,городъ,82,Одоевъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДОЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.</span>",Одоев,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Odoev,tul'sk,tul'sk
916,POINT(38.04335638649425988 53.78239054894094551),11832,1,uezd town,urban,Bogoroditsk,7,Atlas 031,422,Regular,Bogoroditsk,Tul'skaia,38.043356,53.782391000000004,,"БОГОРОДИЦКЪ, городъ Тульскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка Іюля 7 и 8 дня, на которую изъ городовъ Тулы , Епифани, Кропивны , Дѣдилова, Ефремова и Донкова привозятъ мѣлочные красные товары , а оныхъ городовъ изъ уѣздовъ крестьяне колесы и лыки.",not_in_text,городъ,19,Богородицкъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ </span><span class=""font0"">Тульскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка Іюля 7 и 8 дня, на которую изъ городовъ Тулы , Епифани, Кропивны , Дѣдилова, Ефремова и Донкова привозятъ мѣлочные красные товары , а оныхъ городовъ изъ уѣздовъ крестьяне колесы и лыки.</span>",Богородицк,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Bogoroditsk,tul'sk,tul'sk
917,POINT(38.04335638649425988 53.78239054894094551),11832,1,uezd town,urban,Bogoroditsk,7,Atlas 031,422,Regular,Bogoroditsk,Tul'skaia,38.043356,53.782391000000004,,"БОГОРОДИЦКЪ , село того же Намѣстничества въ Алексинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Іюля 8 Октября 22; торгуютъ купцы нужными для крестьянства товарами.",Алексинскомъ уѣздѣ,село,19,Богородицкъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКЪ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> того же Намѣстничества въ Алексинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Іюля 8 Октября 22; торгуютъ купцы нужными для крестьянства товарами.</span>",Богородицк,Тульского Наместничества,Алексинском уезде,тульск,алексинск,тульск|алексинск,41.0,35.0,41.0,Bogoroditsk,tul'sk,tul'sk
918,POINT(38.40588667063413908 53.81991672940750249),11920,1,uezd town,urban,Epifan',8,Atlas 031,423,Regular,Epifan,Tul'skaia,38.405887,53.819917000000004,,"ЕПИФАНЬ, городъ Тульскаго Намѣстничества. Въ ономъ бываетъ ярмарка Маія 9, то есть въ день Чудотворца Николая. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ разными не въ знатномъ числѣ товарами.",not_in_text,городъ,43,Епифань,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕПИФАНЬ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Въ ономъ бываетъ ярмарка Маія 9, то есть въ день Чудотворца Николая. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ разными не въ знатномъ числѣ товарами.</span>",Епифань,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Epifan',tul'sk,tul'sk
920,POINT(38.07850845841465315 54.35052368155553637),11817,1,uezd town,urban,Venev,10,Atlas 031,425,Regular,Venev,Tul'skaia,38.078508,54.350524,,"ВЕНЕВЪ, городъ Тульскаго Намѣстничества. Въ семъ городѣ бываетъ годовая ярмарка въ десятую пятницу по Пасхѣ; торгуютъ иногородные купцы разными товарами.",not_in_text,городъ,26,Веневъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕНЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Въ семъ городѣ бываетъ годовая ярмарка въ десятую пятницу по Пасхѣ; торгуютъ иногородные купцы разными товарами.</span>",Венев,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Venev,tul'sk,tul'sk
921,POINT(36.90539636912826893 54.54846125503316046),11869,1,uezd town,urban,Aleksin,11,Atlas 031,426,Regular,Aleksin,Tul'skaia,36.905396,54.548460999999996,,"АЛЕКСИНЪ, городъ Тульскаго Намѣстничества. Здѣсь бываютъ двѣ въ году ярмарки: первая Іюля 1, вторая Августа 29 дня. На оныя пріѣзжаютъ съ разными москотильными товарами.",not_in_text,городъ,11,Алексинъ,,Тульскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСИНЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Тульскаго Намѣстничества. Здѣсь бываютъ двѣ въ году ярмарки: первая Іюля 1, вторая Августа 29 дня. На оныя пріѣзжаютъ съ разными москотильными товарами.</span>",Алексин,Тульского Наместничества,not_иn_text,тульск,нот_ин_теxт,тульск,35.0,35.0,,Aleksin,tul'sk,tul'sk
922,POINT(39.37159750096226674 53.80923314374952326),12232,1,uezd town,urban,Skopin,3,Atlas 035,430,Regular,Skopin,Riazanskaia,39.371598,53.809233,,"СКОПИНЪ, съ 1778 году городъ Рязанскаго Намѣстничества. Здѣсь бываетъ ярмарка послѣ Свѣтлой недѣли въ девятую , въ десятую и во вторуюнадесять пятницы; товары привозятъ изъ иныхъ городовъ и изъ уѣздовъ крестьянскіе, съѣстные и прочіе, что до обывательскихъ крестьянскихъ нуждъ принадлежитъ.",not_in_text,городъ,106,Скопинъ,,Рязанскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=105,"СКОПИНЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества. Здѣсь бываетъ ярмарка послѣ Свѣтлой недѣли въ девятую , въ десятую и во вторуюнадесять пятницы; товары привозятъ изъ иныхъ городовъ и изъ уѣздовъ крестьянскіе, съѣстные и прочіе, что до обывательскихъ крестьянскихъ нуждъ принадлежитъ.</span>",Скопин,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,28.0,,Skopin,riazansk,riazansk
923,POINT(39.87742429816323408 53.70428524828405159),12241,1,uezd town,urban,Riazhsk,4,Atlas 035,431,Regular,Riazhsk,Riazanskaia,39.877424,53.704285,,"РЯЖСКЪ, городъ Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.",not_in_text,городъ,99,Ряжскъ,,Рязанскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЯЖСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.</span>",Ряжск,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,28.0,,Riazhsk,riazansk,riazansk
925,POINT(40.43088205119399703 53.94239926551575337),12199,1,uezd town,urban,Sapozhok,5,Atlas 035,432,Regular,Sapozhok,Riazanskaia,40.430882,53.942399,,"САПОЖОКЪ, съ 1778 году городъ Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ  купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.",not_in_text,городъ,102,Сапожокъ,,Рязанскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=101,"САПОЖОКЪ, съ 1778 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества . Здѣсь  бываетъ ярмарка о десятой пятницѣ , Іюля 8 ; товары привозятъ на оную изъ разныхъ городовъ и уѣздовъ</span><span class=""font0"" style=""font-style:italic;""> </span><span class=""font0""> купцы, шелкъ, бумагу красную и писную , кресты , перстяни иглы, булавки, полотно, льняное и конопляное масло и прочее тому подовное; а обыватели торгуютъ деревянною посудою, всякимъ хлъбомЬ и прочимъ.</span>",Сапожок,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,28.0,,Sapozhok,riazansk,riazansk
926,POINT(38.83739529785304967 54.22212873560584256),12101,1,uezd town,urban,Mikhailov,6,Atlas 035,433,Regular,Mikhajlov,Riazanskaia,38.837395,54.222129,,"МИХАЙЛОВЪ, городъ Рязанскаго Намѣстничества. Въ немъ каждой годъ о десятой недѣлѣ по Пасхѣ въ пятокъбываетъ ярмарка , на которой купцы изъ ближнихъ городовъ торгуютъ мѣлочнымъ товаромъ.",not_in_text,городъ,74,Михайловъ,,Рязанскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=73,"МИХАЙЛОВЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества. Въ немъ каждой годъ о десятой недѣлѣ по Пасхѣ въ пятокъ</span>бываетъ ярмарка , на которой купцы изъ ближнихъ городовъ торгуютъ мѣлочнымъ товаромъ.",Михайлов,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,28.0,,Mikhailov,riazansk,riazansk
927,POINT(39.39081963907613471 54.08694846261497702),12212,1,uezd town,urban,Pronsk,7,Atlas 035,434,Regular,Pronsk,Riazanskaia,39.39082,54.086948,,"ПРОНСКЪ , городъ Рязанскаго Намѣстничества. Въ немъ каждую недѣлю бываютъ по пятницамъ торги, на коихъ торгуютъ всякими товарами.",not_in_text,городъ,93,Пронскъ,,Рязанскаго Намѣстничества,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=92,"ПРОНСКЪ , </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рязанскаго Намѣстничества. Въ немъ каждую недѣлю бываютъ по пятницамъ торги, на коихъ торгуютъ всякими товарами.</span>",Пронск,Рязанского Наместничества,not_иn_text,рязанск,нот_ин_теxт,рязанск,28.0,28.0,,Pronsk,riazansk,riazansk
