,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,lc_translit,pres_loc,country,country_code,result_placename,searched_placename,admin1,country_name,src_id,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page
2021,1,651,Ставрополь,,30.0,49.3461,53.5303,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАВРОПОЛЬ, съ 1780 году городъ Синбирскаго Намѣстничества. Въ ономъ бываетъ одинъ базарной день во вторникъ.",Ставрополь,Stavropol',"Tolyatti, Samara Oblast",Russia,RU,Tolyatti,Ставрополь,Samara,Russia,482283,http://api.geonames.org/search?type=json&username=jaguillette&east=52.366667&name=%D0%A1%D1%82%D0%B0%D0%B2%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C&north=58.316667&south=50.316667&west=44.366667&featureClass=P,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,109
2024,1,654,Старая Рязань,,28.0,40.4287,54.4062,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=108,"СТАРАЯ РЯЗАНЬ, слобода Рязанскаго Намѣстничества. Въ оной бываетъ Іюня 29 дня для крестьянъ годовая ярмарка.",Старая Рязань,Staraia Riazan',"Spassky District, Ryazan Oblast",Russia,RU,Staraya Ryazan’,Старая Рязань,Rjazan,Russia,7688215,http://api.geonames.org/search?type=json&username=jaguillette&east=41.6952&name=%D0%A1%D1%82%D0%B0%D1%80%D0%B0%D1%8F+%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%8C&north=55.9254&south=53.0517&west=38.154&featureClass=P,geonames,Рязанскаго Намѣстничества,Рязанского Наместничества,рязанск,not_in_text,109
2025,1,655,Старинское,,283.0,45.69645,55.60512,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=109,"СТАРИНСКОЕ, село Синбирскаго Намѣстничества въ Курмышскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня.",Старинское,Starinskoe,"Pilna, Nizhny Novgorod Oblast",Russia,RU,Starinskoye,Старинское,Nizjnij Novgorod,Russia,488954,http://api.geonames.org/search?type=json&username=jaguillette&east=52.366667&name=%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5&north=58.316667&south=50.316667&west=44.366667&featureClass=P,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,Курмышскомъ уѣздѣ,110
2034,1,662,Стоянцы,,72.0,36.81667,56.98333,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СТОЯНЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ въ годъ одинъ торжокъ, на которой товары привозятъ изъ уѣзду, холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго , Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",Стоянцы,Stoiantsy,"Goritsy, Tver Oblast",Russia,RU,Stoyantsy,Стоянцы,Tverskaya,Russia,487335,http://api.geonames.org/search?type=json&username=jaguillette&east=39.921928&name=%D0%A1%D1%82%D0%BE%D1%8F%D0%BD%D1%86%D1%8B&north=60.857828&south=52.857828&west=31.921928&featureClass=P,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Кашинскомъ уѣздѣ,111
2039,1,665,Судай,,14.0,43.13026,58.97754,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУДАЙ, слобода Костромскаго Намѣстничества въ Галицкой Провинціи. Въ оной бываетъ въ году три ярмарки: первая Ноября 21, вторая Ген-варя 6, третія Марта 25 чиселъ. Здѣсь торгуютъ конскими и скотскими кожами , также и овчинами , разною мягкою рухлядью , а большею частію бываютъ бѣлки; также въ уѣздѣ онаго города при церкви Пророка Иліи , что на Высокѣ, имѣется годовой же торгъ.",Судай,Sudai,"Suday, Kostroma Oblast",Russia,RU,Suday,Судай,Kostroma,Russia,486861,http://api.geonames.org/search?type=json&username=jaguillette&east=44.933333&name=%D0%A1%D1%83%D0%B4%D0%B0%D0%B9&north=61.766667&south=53.766667&west=36.933333&featureClass=P,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,not_in_text,111
2040,1,666,Суджа,,15.0,35.2726,51.1976,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУДЖА , съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : Апрѣля 23, въ день Великомученика Георгія; Іюня 29, въ день Апостолъ Петра и Павла; Октября 1, въ день Покрова, да въ Рождественской мясоѣдъ на всеѣдной недѣлѣ по два дни; пріѣзжаютъ на оныя купцы изъ сосѣдственныхъ городовъ ; привозятъ шелковые бумажные и прочіе товары небольшимъ числомъ.",Суджа,Sudzha,"Sudzha, Kursk Oblast",Russia,RU,Sudzha,Суджа,Kursk,Russia,486816,http://api.geonames.org/search?type=json&username=jaguillette&east=40.183333&name=%D0%A1%D1%83%D0%B4%D0%B6%D0%B0&north=55.716667&south=47.716667&west=32.183333&featureClass=P,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,111
2041,1,667,Суздаль,,3.0,40.44668,56.42274,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=110,"СУЗДАЛЬ, съ 1778 году городъ Володимерскаго Намѣстничества. Въ ономъ бываютъ недѣльные торги и большіесъѣзды въ субботу, въ Воскресенье и въ четвертокъ; пріѣзжаютъ въ тѣ дни изъ окрестныхъ къ Суздалю селъ и деревень съ хлѣбомъ, сѣномъ, соломою, лыками, саньми, дугами , рогожами, мясами, лѣсомъ и всякимъ мѣлкимъ щепетьемъ. Въ уѣздѣ онаго ярмарки незнатныя бываютъ въ селахъ: і) въ Парскомъ Августа 29 , 2) Ковровѣ на 25 Декабря, 3) Гавриловской слободѣ Іюля на 4, 4) Ивановѣ Сентября на 14, 5) Даниловѣ на 1 Октября, 6) Богоявленской слободѣ Генваря 6, 7) въ Лежневѣ на семикъ; съѣзжаются купцы изъ Москвы, Ярославля, Суздаля, Шуи и другихъ ближнихъ мѣстъ, и торгуютъ шелковыми товарами , сукнами и прочимъ щепетиннымъ, по большей части крестьянству подлежащимъ товаромъ. Въ оныхъ селахъ находятся ряды для сихъ ярмарокъ и бывающихъ въ оныхъ торговыхъ дней.",Суздаль,Suzdal',"Suzdal, Vladimir Oblast",Russia,RU,Suzdal,Суздаль,Vladimir,Russia,485824,http://api.geonames.org/search?type=json&username=jaguillette&east=44.416667&name=%D0%A1%D1%83%D0%B7%D0%B4%D0%B0%D0%BB%D1%8C&north=60.133333&south=52.133333&west=36.416667&featureClass=P,geonames,Володимерскаго Намѣстничества,Володимерского Наместничества,владимерск,not_in_text,111
2043,1,669,Сумы,,37.0,34.80029,50.9216,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУМЫ, съ 1780 году городъ того же Намѣстничества. Въ ономъ бываютъ ярмарки: первая, называемая Ѳеодоровская, съ первой недѣли великаго поста , и продолжается недѣли по двѣ и по три, вторая на Троицкой недѣлѣ, третія въ день успенія, четвертая Введенская, начинается съ 21 Ноября , и продолжается Декабря по 6 и далѣе. На оныя ярмарки съѣзжаются разныхъ городовъ Россійскіе купцы и Греки; привозятъ хорошія сукна, шелковыя матеріи, парчи, разную посуду, сахаръ, чай, вина, юфть и прочее.",Сумы,Sumy,"Sumy, Sums'ka oblast",Ukraine,UA,Sumy,Сумы,Sumy,Ukraine,692194,http://api.geonames.org/search?type=json&username=jaguillette&east=38.2875&name=%D0%A1%D1%83%D0%BC%D1%8B&north=51.5689&south=48.4869&west=33.5563&featureClass=P,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,not_in_text,112
2044,1,670,Сухари,,16.0,30.7045,53.9581,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=111,"СУХАРИ, мѣстечко Могилевскаго Намѣстничества въ Чауской округѣ. Тутъ бываетъ одна въ году ярмарка.",Сухари,Sukhari,"Сухары, Mogilev Province",Belarus,BY,Sukhari,Сухари,Mogilev,Belarus,621163,http://api.geonames.org/search?type=json&username=jaguillette&east=32.863&name=%D0%A1%D1%83%D1%85%D0%B0%D1%80%D0%B8&north=55.194&south=51.9042&west=29.5408&featureClass=P,geonames,Могилевскаго Намѣстничества,Могилевского Наместничества,могилевск,not_in_text,112
2048,1,672,Сѣвскъ,,21.0,34.4926,52.1491,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"СѢВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка, исключая обыкновенныхъ торговъ.",Севск,"Sevsk""","Sevsk, Bryansk Oblast",Russia,RU,Sevsk,Севск,Brjansk,Russia,496246,http://api.geonames.org/search?type=json&username=jaguillette&east=39.224&name=%D0%A1%D0%B5%D0%B2%D1%81%D0%BA&north=54.0138&south=51.8511&west=32.7557&featureClass=P,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,not_in_text,113
2050,1,674,Тамбовъ,,32.0,41.44326,52.73169,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТАМБОВЪ, съ 1779 году главный городъ Намѣстничества сего имени. Здѣсь бываютъ въ годъ два съѣзда, сверхъ обыкновенныхъ торговъ: первой въ Іюнѣ мѣсяцѣ о десятой пятницѣ; второй для богомолія Казанской Богородицѣ 8 Іюля, и сіи торги продолжаются дни по два.",Тамбов,"Tambov""","Tambov, Tambov Oblast",Russia,RU,Tambov,Тамбов,Tambov,Russia,484646,http://api.geonames.org/search?type=json&username=jaguillette&east=45.433333&name=%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2&north=56.716667&south=48.716667&west=37.433333&featureClass=P,geonames,Тамбовъ Намѣстничества,Тамбов Наместничества,тамб,not_in_text,113
2052,1,676,Таруса,,12.0,37.17272,54.72436,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТАРУСА, съ 1777 году городъ Калужскаго Намѣстничества. Въ ономъ бываетъ годовая ярмарка въ день Святыхъ Апосгполъ Петра и Павла ; пріѣзжаютъ на оную купцы съ мѣлкими товарами и съѣстными изъ ближнихъ городовъ Серпухова и Алексина, а уѣздные люди съ крестьянскими припасами.",Таруса,Tarusa,"Tarusa, Kaluga Oblast",Russia,RU,Tarusa,Таруса,Kaluga,Russia,484287,http://api.geonames.org/search?type=json&username=jaguillette&east=37.3796&name=%D0%A2%D0%B0%D1%80%D1%83%D1%81%D0%B0&north=55.374&south=53.2604&west=33.3881&featureClass=P,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,not_in_text,113
2055,1,678,Тверь,,125.0,35.90057,56.85836,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=112,"ТВЕРЬ, съ 1775 году главный городъ Намѣстничества сего имени. Здѣсь торги бываютъ дважды во вторникъ и въ четвертокъ; а въ Тверскомъ уѣздѣ въ Микульскомъ стану, въ отчинѣ Князя Мещерскаго , въ селѣ Лотошинѣ, въ недѣлѣ по единожды по воскреснымъ днямъ, и привозятъ разныхъуѣздовъ и деревень крестьяне въ оные торговые дни товары домовые своей работы, пеньку, хлѣбъ, масло и прочіе мѣлочные.",Тверь,Tver',"Tver, Tver Oblast",Russia,RU,Tver',Тверь,Tverskaya,Russia,480060,http://api.geonames.org/search?type=json&username=jaguillette&east=39.921928&name=%D0%A2%D0%B2%D0%B5%D1%80%D1%8C&north=60.857828&south=52.857828&west=31.921928&featureClass=P,geonames,Тверь Намѣстничества,Тверь Наместничества,твер,Тверскомъ уѣздѣ,113
2056,1,679,Темниковъ,,32.0,43.21483,54.63023,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=113,"ТЕМНИКОВЪ , съ 1779 году городъ Тамбовскаго Намѣстничества. Въ семъ городѣ бываетъ одна годовая ярмарка послѣ праздника Святыя Пасхи въ десятую пятницу одинъ день.",Темников,"Temnikov""","Temnikov, Mordovia",Russia,RU,Temnikov,Темников,Mordoviya,Russia,483684,http://api.geonames.org/search?type=json&username=jaguillette&east=45.433333&name=%D0%A2%D0%B5%D0%BC%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2&north=56.716667&south=48.716667&west=37.433333&featureClass=P,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,not_in_text,114
2072,1,686,Тискады,,60.0,27.05126,56.45016,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=113,"ТИСКАДЫ, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ немъбываетъ въ году три ярмарки, на коихъ торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",Тискады,Tiskady,"Tiskādi, Rēzekne Municipality",Latvia,LV,Tiskādi,Тискады,Rēzeknes Rajons,Latvia,454830,http://api.geonames.org/search?type=json&username=jaguillette&east=32.8&name=%D0%A2%D0%B8%D1%81%D0%BA%D0%B0%D0%B4%D1%8B&north=59.483333&south=51.483333&west=24.8&featureClass=P,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,Динабурга,114
2073,1,687,Тихвинъ,,18.0,33.52937,59.64511,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТИХВИНЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая въ первое Воскресенье великаго поста , а другія двѣ въ лѣтнее и осеннее время.",Тихвин,"Tikhvin""","Tikhvin, Leningrad Oblast",Russia,RU,Tikhvin,Тихвин,Leningrad,Russia,483019,http://api.geonames.org/search?type=json&username=jaguillette&east=39.89&name=%D0%A2%D0%B8%D1%85%D0%B2%D0%B8%D0%BD&north=61.31&south=57.1&west=28.65&featureClass=P,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,not_in_text,115
2075,1,689,Тихонова,,,36.15534,54.63884,пустыня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТИХОНОВА , пустыня Калужскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовая ярмарка Іюня 18 дня , на которую съѣжаются купцы изъ Калуги и Малаго Ярославца.",Тихонова,Tikhonova,"Tikhonova Pustyn', Kaluga Oblast",Russia,RU,Tikhonova Pustyn',Тихонова,Kaluga,Russia,483049,http://api.geonames.org/search?type=json&username=jaguillette&east=37.3796&name=%D0%A2%D0%B8%D1%85%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0&north=55.374&south=53.2604&west=33.3881&featureClass=P,geonames,Калужскаго Намѣстничества,Калужского Наместничества,калужск,Калужскаго уѣздѣ,115
2077,1,691,Тобольскъ,,34.0,68.25457,58.19807,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТОБОЛЬСКЪ, съ 1782 году главный городъ Намѣстничества сего имени. Купцы Россійскіе, въ Сибири и на Китайскую границу торгующіе, Тобольска не минуютъ. Зимою съ обѣихъ сторонъ есть проѣздъ непрестанной ; весною отправляютъ по рѣкамъ на судахъ въ Енисейскъ и до Иркутска, а осенью оттуда водянымъ же путемъ пріѣзжаютъ. И такъ бываетъ въ Тобольскѣ дважды въ годъ ярмарка: весною Россійскимъ, а осенью Сибирскимъ и Китайскимъ товарамъ. Купцы пріѣздъ еще имѣютъ съ товарами изъ Ирбитской ярмарки, и торгъ содержатъ Марта съ 20 Маія по 25 число, въ томъ числѣ пріѣзжаютъ и Греки.",Тобольск,"Tobol'sk""","Tobolsk, Tyumen Oblast",Russia,RU,Tobol'sk,Тобольск,Tjumen,Russia,1489530,http://api.geonames.org/search?type=json&username=jaguillette&east=72.258056&name=%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA&north=62.195278&south=54.195278&west=64.258056&featureClass=P,geonames,Тобольскъ Намѣстничества,Тобольск Наместничества,тобольск,not_in_text,115
2078,1,692,Томаровка,,,36.23309,50.68338,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=114,"ТОМАРОВКА, слобода въ уѣздѣ города Карпова. Въ оной бываетъ ярмарка послѣ Рождества на всеѣдной недѣлѣ въ пятницу, Маія 9, Іюля 8, Декабря 6, и продолжаются оныя по одному дню. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ мѣлочными товарами.",Томаровка,Tomarovka,"Tomarovka, Belgorod Oblast",Russia,RU,Tomarovka,Томаровка,Belgorod,Russia,482275,http://api.geonames.org/search?type=json&username=jaguillette&east=180&name=%D0%A2%D0%BE%D0%BC%D0%B0%D1%80%D0%BE%D0%B2%D0%BA%D0%B0&north=78.0&south=38.6&west=24.8&featureClass=P,geonames,not_in_text,not_иn_text,нот_ин_теxт,Карпова,115
2084,1,694,Торопецъ,,25.0,31.63528,56.49779,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТОРОПЕЦЪ, съ 1777 году городъ Псковскаго Намѣстничества. Въ немъ случается въ году одна указная ярмарка въ Iюлѣ мѣсяцѣ въ пятокъ, предъ праздникомъ Пророка Иліи, на которую по большей части съѣзжаются крестьяне изъ ближнихъ деревень съ мѣлочнымъ крестьянскимъ товаромъ и рукодельемъ.",Торопец,"Toropets""","Toropets, Tver Oblast",Russia,RU,Toropets,Торопец,Tverskaya,Russia,482042,http://api.geonames.org/search?type=json&username=jaguillette&east=32.1900482178&name=%D0%A2%D0%BE%D1%80%D0%BE%D0%BF%D0%B5%D1%86&north=59.0651312501&south=55.1937102573&west=24.1218047142&featureClass=P,geonames,Псковскаго Намѣстничества,Псковского Наместничества,псковск,not_in_text,116
2086,1,696,Троицкъ,,22.0,43.82312,54.09013,родъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТРОИЦКЪ, съ 1780 году родъ Пензенскаго Намѣстничества. Въ немъ бываетъ ярмарка Іюня 29 дня, сверхъ обыкновенныхъ каждонедѣлъныхъ торговъ.",Троицк,"Troitsk""","Kovylkinsky District, Mordovia",Russia,RU,Troitsk,Троицк,Mordoviya,Russia,481609,http://api.geonames.org/search?type=json&username=jaguillette&east=46.7277&name=%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA&north=54.837&south=52.3247&west=41.8373&featureClass=P,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,not_in_text,116
2087,1,697,Троицкая,,4.0,44.0139,62.3598,треть,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=115,"ТРОИЦКАЯ , треть Вологодскаго Намѣстничества. Здѣсь бываютъ ярмарки Генваря 1, 5, 6 и 18, да Марта 17 и 25 чиселъ, на которыхъ въ оной у сосѣднихъ поселянъ здѣшніе купцы покупаютъ масло коровье, сало, кожи говяжьи и бараньи, медвѣжьи, волчьи, заячьи, бѣльи, полотна, холсты, сукна сермяжныя и дичину.",Троицкая,Troitskaia,"error, Arkhangelsk Oblast",Russia,RU,Troitskaya,Троицкая,Arkhangelskaya,Russia,8250979,http://api.geonames.org/search?type=json&username=jaguillette&east=57.25&name=%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA%D0%B0%D1%8F&north=64.08&south=57.25&west=37.83&featureClass=P,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,116
2100,1,703,Тула,,35.0,37.61822,54.19609,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=116,"ТУЛА, съ 1777 году главный городъ Намѣстничества сего имени. Здѣсь ярмарка бываетъ въ году два раза: I) при церкви Покрова Пресвятыя Богородицы , въ десятую отъ Святой недѣли пятницу; вторая Іюня 8 дня, при состоящемъ за городовымъ замкомъ Казанскомъ Соборѣ. Для складки привозимыхъ товаровъ имѣются подъ Тульскимъ Магистратомъ въ нижнемъ департаментѣ, также и особь построенныя палатки. СЪ товарами на ярмарки постороннаго съѣзда не бываетъ, а отправляются только тамошними. Въ недѣлѣ два торга, въ понедѣльникъ и четвертокъ.",Тула,Tula,"Tula, Tula Oblast",Russia,RU,Tula,Тула,Tula,Russia,480562,http://api.geonames.org/search?type=json&username=jaguillette&east=39.6827&name=%D0%A2%D1%83%D0%BB%D0%B0&north=55.0867&south=52.8329&west=35.5421&featureClass=P,geonames,Тула Намѣстничества,Тула Наместничества,тул,not_in_text,117
2106,1,708,Тюртень,,64.0,38.48336,53.13139,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=117,"ТЮРТЕНЬ, село Орловскаго Намѣстничества въ Елецкомъ уѣздѣ. Здѣсь бываетъ Іюля въ 8 день ярмарка; торгуютъ Елецкіе и другихъ городовъ купцы съ уѣздными обывателями всякими разными мѣлочными товарами и дегтемъ; а обыватели продаютъ купцамъ и своей братьи лошадей , скотину , холстъ, съѣстные всякіе припасы и рукодѣлія.",Тюртень,Tiurten',"Shilovo, Tula Oblast",Russia,RU,Tyurten’,Тюртень,Tula,Russia,479785,http://api.geonames.org/search?type=json&username=jaguillette&east=39.224&name=%D0%A2%D1%8E%D1%80%D1%82%D0%B5%D0%BD%D1%8C&north=54.0138&south=51.8511&west=32.7557&featureClass=P,geonames,Орловскаго Намѣстничества,Орловского Наместничества,орловск,Елецкомъ уѣздѣ,118
2107,1,709,Угличъ,,39.0,38.33167,57.5275,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=117,"УГЛИЧЪ, съ 1777 году городъ Ярославскаго Намѣстничества. Здѣсь бываютъ двѣ ярмарки: первая Іюля 8 , три дни,вторая Декабря 26 чиселъ, одинъ день; на оныя пріѣзжаютъ купцы изъ Ярославля, Кашина и Переславля-Залѣскаго съ шелковыми, бумажными, москотильными и прочими товарами; а изъ уѣзду съѣзжается крестьянство со льнянымъ и хряще вымъ холстомъ, съ мясами, кожами и саломъ. Да и въ уѣздѣ онаго бываютъ годовые торжки въ одинадцати селахъ, а ярмарки въ четырехъ, а именно: Прилукахъ, Рожественѣ, Кею и Некоузѣ; торгуютъ пріѣзжіе изъ Углича, Кашина и Бѣжецка купцы мѣлкими москотильными и шелковыми товарами; самижь покупаютъ хлѣбъ, холстъ, пряжу, шерсть и шерстяныя сукна, масло, а зимою свиныя и говяжьи мяса, боевыя кожи и сало.",Углич,"Uglich""","Uglich, Yaroslavl Oblast",Russia,RU,Uglich,Углич,Jaroslavl,Russia,479532,http://api.geonames.org/search?type=json&username=jaguillette&east=43.85&name=%D0%A3%D0%B3%D0%BB%D0%B8%D1%87&north=61.616667&south=53.616667&west=35.85&featureClass=P,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,not_in_text,118
2114,1,714,Уразова,,50.0,38.0395,50.0836,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УРАЗОВА , слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году семь ярмарокъ.",Уразова,Urazova,"Urazovo, Belgorod Oblast",Russia,RU,Urazovo,Уразова,Belgorod,Russia,478781,http://api.geonames.org/search?type=json&username=jaguillette&east=43.0242&name=%D0%A3%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0&north=52.7866&south=48.1597&west=37.234&featureClass=P,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,Валуекъ,119
2115,1,715,Уральскъ,,10.0,51.36667,51.23333,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УРАЛЬСКЪ, главный городъ уральскихъ Козаковъ въ Кавказскомъ Намѣстничествѣ. Здѣсь бываютъ ярмарки въ Іюнѣ , Іюлѣ, въ Сентябрѣ, Октябрѣ, въ Генварѣ и Февралѣ мѣсяцахъ; пріѣзжаютъ разныхъ городовъ купцы, привозятъ хлѣбъ, шелковые и бумажные товары, шерстяныя матеріи , сукна и прочее; здѣсь покупаютъ разныхъ родовъ рыбу, икру , клей , степныхъ звѣрей, какъ-то лисицъ, волковъ, зайцовъ, кушаки и сермяжныя полотна.",Уральск,"Ural'sk""","Uralsk, West Kazakhstan Province",Kazakhstan,KZ,Oral,Уральск,Batys Qazaqstan,Kazakhstan,608668,http://api.geonames.org/search?type=json&username=jaguillette&east=55.07&name=%D0%A3%D1%80%D0%B0%D0%BB%D1%8C%D1%81%D0%BA&north=52.05&south=43.76&west=41.38&featureClass=P,geonames,Кавказскомъ Намѣстничества,Кавказском Наместничества,кавказск,not_in_text,119
2120,1,718,Устивица,,91.0,33.80293,49.86076,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТИВИЦА, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году сверхъ еженедѣльныхъ торговъ двѣ ярмарки: первая Іюля 20, вторая Октября 26; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися, какъ-то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ, овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Устивица,Ustivitsa,"Ustyvytsya, Poltavs'ka oblast",Ukraine,UA,Ustivitsa,Устивица,Poltava,Ukraine,690594,http://api.geonames.org/search?type=json&username=jaguillette&east=34.35625&name=%D0%A3%D1%81%D1%82%D0%B8%D0%B2%D0%B8%D1%86%D0%B0&north=51.49413&south=49.08008&west=29.72503&featureClass=P,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Миргородскомъ уѣздѣ,120
2143,1,720,Усть-Сысольскъ,,4.0,50.80994,61.67642,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЬ-СЫСОЛЬСКЪ, съ 1780 году городъ того же Намѣстничества. Здѣсь бываетъ ярмарка Ноября съ 26 по 29 число; скупаютъ купцы у промышлениковъ мягкую рухлядь.",Усть-Сысольск,"Ust'-Sysol'sk""","Syktyvkar, Komi Republic",Russia,RU,Syktyvkar,Усть-Сысольск,Komi Republic,Russia,485239,http://api.geonames.org/search?type=json&username=jaguillette&east=57.25&name=%D0%A3%D1%81%D1%82%D1%8C-%D0%A1%D1%8B%D1%81%D0%BE%D0%BB%D1%8C%D1%81%D0%BA&north=64.08&south=57.25&west=37.83&featureClass=P,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,120
2144,1,721,Устюгъ Великій,,4.0,46.31352,60.76186,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЮГЪ ВЕЛИКІЙ, съ того же году городъ того же Намѣстничества. Въ немъ бываетъ ярмарка Іюля 8 дня въ день Прокопія устюжскаго Чудотворца , на которой бываютъ по большей части Велико-Устюжскаго уѣзда крестьяне съ своими пріуготовленіями.",Устюг Великий,"Ustiug"" Velikіi","Veliky Ustyug, Vologda Oblast",Russia,RU,Velikiy Ustyug,Устюг Великий,Vologda,Russia,476062,http://api.geonames.org/search?type=json&username=jaguillette&east=57.25&name=%D0%A3%D1%81%D1%82%D1%8E%D0%B3+%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9&north=64.08&south=57.25&west=37.83&featureClass=P,geonames,Вологодскаго Намѣстничества,Вологодского Наместничества,вологодск,not_in_text,120
