,ru_prov,ru_uezd,page,text,name,alt_name,_type,source_url,html_text,name_modern_sp,prov_modern_sp,uezd_modern_sp,prov_stem,uezd_stem,admin_hierarchy,partof_id,admin1_partof,admin2_partof
716,Тамбовскаго Намѣстничества,not_in_text,119,"УСМАНЬ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году о десятой пятницѣ ярмарка, продолжающаяся 7 дней, на которую пріѣзжаютъ купцы изъ Воронежа, Ельца и Липецка съ сукнами и разными шелковыми и мѣлочными товарами.",Усмань,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УСМАНЬ, съ 1779 году </span><span class=""font0"" style=""font-style:italic;"">городъ </span><span class=""font0"">Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году о десятой пятницѣ ярмарка, продолжающаяся 7 дней, на которую пріѣзжаютъ купцы изъ Воронежа, Ельца и Липецка съ сукнами и разными шелковыми и мѣлочными товарами.</span>",Усмань,Тамбовского Наместничества,not_иn_text,тамбовск,нот_ин_теxт,тамбовск,32.0,32.0,
717,Володимерскаго Намѣстничества,not_in_text,119,"УСПЕНСКОЙ , погостъ Володимерскаго Намѣстничества близъ слободы Яропольца. Въсемъ селѣ бываетъ ярмарка въ праздникъ успенія Пресвятыя Богородицы , а еженедѣльные торги по понедѣльникамъ.",Успенской,,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=118,"УСПЕНСКОЙ , </span><span class=""font0"" style=""font-style:italic;"">погостъ</span><span class=""font0""> Володимерскаго Намѣстничества близъ слободы Яропольца. Въ</span>семъ селѣ бываетъ ярмарка въ праздникъ успенія Пресвятыя Богородицы , а еженедѣльные торги по понедѣльникамъ.",Успенской,Володимерского Наместничества,not_иn_text,владимерск,нот_ин_теxт,владимерск,3.0,3.0,
718,Кіевскаго Намѣстничества,Миргородскомъ уѣздѣ,120,"УСТИВИЦА, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году сверхъ еженедѣльныхъ торговъ двѣ ярмарки: первая Іюля 20, вторая Октября 26; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися, какъ-то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ, овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Устивица,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТИВИЦА, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году сверхъ еженедѣльныхъ торговъ двѣ ярмарки: первая Іюля 20, вторая Октября 26; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися, какъ-то хлѣбомъ , горячимъ виномъ, разнымъ </span><span class=""font0"" style=""font-style:italic;"">с</span><span class=""font0"">котомъ, овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.</span>",Устивица,Киевского Наместничества,Миргородском уезде,киевск,миргородск,киевск|миргородск,91.0,13.0,91.0
719,Вологодскаго Намѣстничества,not_in_text,120,"УСТЬЕ , село Вологодскаго Намѣстничества при рѣкѣ Кубеницѣ, въ 50 верстахъ. Здѣсь въ зимнее время еженедѣльно по пятницамъ собираются окольные поселяне, и продаютъ здѣшнимъ купцамъ кожи говяжьи и бараньи , сало , мяса, большихъ и тучныхъ свиней , масло коровье , щетины , кошечьи и заячьи мѣхи. Въ семъ же селѣ особливая бываетъ ярмарка, называемая Ивановская Заозерская, на которой бываютъ нетолько Вологодскіе, но и Московскіе, Устюжскіе и Тотемскіе купцы для покупки полотенъ, холстовъ, суконъ сермяжныхъ, смолы, скалы и проч. и торгуютъ сряду по недѣлѣ, что бываетъ съ 17 Іюня по 23 число.",Устье,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЬЕ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Вологодскаго Намѣстничества при рѣкѣ </span><span class=""font0"" style=""font-style:italic;"">Кубеницѣ,</span><span class=""font0""> въ 50 верстахъ. Здѣсь въ зимнее время еженедѣльно по пятницамъ собираются окольные поселяне, и продаютъ здѣшнимъ купцамъ кожи говяжьи и бараньи , сало , мяса, большихъ и тучныхъ свиней , масло коровье , щетины , кошечьи и заячьи мѣхи. Въ семъ же селѣ особливая бываетъ ярмарка, называемая Ивановская Заозерская, на которой бываютъ нетолько Вологодскіе, но и Московскіе, Устюжскіе и Тотемскіе купцы для покупки полотенъ, холстовъ, суконъ сермяжныхъ, смолы, скалы и проч. и торгуютъ сряду по недѣлѣ, что бываетъ съ 17 Іюня по 23 число.</span>",Устье,Вологодского Наместничества,not_иn_text,вологодск,нот_ин_теxт,вологодск,4.0,4.0,
720,Вологодскаго Намѣстничества,not_in_text,120,"УСТЬ-СЫСОЛЬСКЪ, съ 1780 году городъ того же Намѣстничества. Здѣсь бываетъ ярмарка Ноября съ 26 по 29 число; скупаютъ купцы у промышлениковъ мягкую рухлядь.",Усть-Сысольскъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЬ-СЫСОЛЬСКЪ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Здѣсь бываетъ ярмарка Ноября съ 26 по 29 число; скупаютъ купцы у промышлениковъ мягкую рухлядь.</span>",Усть-Сысольск,Вологодского Наместничества,not_иn_text,вологодск,нот_ин_теxт,вологодск,4.0,4.0,
721,Вологодскаго Намѣстничества,not_in_text,120,"УСТЮГЪ ВЕЛИКІЙ, съ того же году городъ того же Намѣстничества. Въ немъ бываетъ ярмарка Іюля 8 дня въ день Прокопія устюжскаго Чудотворца , на которой бываютъ по большей части Велико-Устюжскаго уѣзда крестьяне съ своими пріуготовленіями.",Устюгъ Великій,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЮГЪ ВЕЛИКІЙ, съ того же году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Въ немъ бываетъ ярмарка Іюля 8 дня въ день Прокопія устюжскаго Чудотворца , на которой бываютъ по большей части Велико-Устюжскаго уѣзда крестьяне съ своими пріуготовленіями.</span>",Устюг Великий,Вологодского Наместничества,not_иn_text,вологодск,нот_ин_теxт,вологодск,4.0,4.0,
722,Новогородскаго Намѣстничества,not_in_text,120,"УСТЮЖНА ЖЕЛѢЗОПОЛЬСКАЯ , съ 1776 году городъ Новогородскаго Намѣстничества. Здѣсь бываетъ торгъ въ недѣлѣ одинъ разъ въ субботу, и привозятся болѣе въ зимнее время изъ уѣздовъ Устюжскаго, Новогородскаго, Бѣжецкаго, Ярославскаго , Бѣлоезерскаго уѣздными обывателями всякой усыпной и молотой хлѣбъ, ленъ, холстъ сукна, овчины , съѣстные припасы и прочія потребности.",Устюжна Желѣзопольская,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=119,"УСТЮЖНА ЖЕЛѢЗОПОЛЬСКАЯ , съ 1776 году </span><span class=""font0"" style=""font-style:italic;"">городъ </span><span class=""font0"">Новогородскаго Намѣстничества. Здѣсь бываетъ торгъ въ недѣлѣ одинъ разъ въ субботу, и привозятся болѣе въ зимнее время изъ уѣздовъ Устюжскаго, Новогородскаго, Бѣжецкаго, Ярославскаго , Бѣлоезерскаго уѣзд</span>ными обывателями всякой усыпной и молотой хлѣбъ, ленъ, холстъ сукна, овчины , съѣстные припасы и прочія потребности.",Устюжна Железопольская,Новогородского Наместничества,not_иn_text,новогородск,нот_ин_теxт,новогородск,18.0,18.0,
723,Вологодскаго Намѣстничества,Яренска,121,"УТВЫМСКАЯ, волость Вологодскаго Намѣстничества въ уѣздѣ города Яренска. Здѣсь бываетъ ярмарка Генваря съ 24 Февраля по 5 число, на которую пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ лавочными товарами.",Утвымская,,волость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=120,"УТВЫМСКАЯ, </span><span class=""font0"" style=""font-style:italic;"">волость</span><span class=""font0""> Вологодскаго Намѣстничества въ уѣздѣ города Яренска. Здѣсь бываетъ ярмарка Генваря съ 24 Февраля по 5 число, на которую пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ лавочными товарами.</span>",Утвымская,Вологодского Наместничества,Яренска,вологодск,яренск,вологодск|яренск,135.0,4.0,135.0
724,Калужскаго Намѣстничества,Козельскомъ уѣздѣ,121,"УТѢШЕВЪ, село Калужскаго Намѣстничества въ Козельскомъ уѣздѣ. Здѣсь бываетъ еженедѣльной торгъ по Воскресеньямъ ; на тотъ торгъ пріѣзжаетъ купечество Калужской и Орловской Провинцій, изъ Болхова и Бѣлева и другихъ городовъ ; привозятъ товары москотильные , нѣсколько бумажныхъ , шелковыхъ и другихъ сортовъ матерій ; а по большей части и уѣздные крестьяне доставляютъ разные уѣздные товары, всякой хлѣбъ, пеньку, масло, медъ, воскъ, вощину, парусную уточную пряжу, холстъ льняной, посконной и прочія крестьянскія рукодѣлья и другіе мѣлочные товары.",Утѣшевъ,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=120,"УТѢШЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Калужскаго Намѣстничества въ Козельскомъ уѣздѣ. Здѣсь бываетъ еженедѣльной торгъ по Воскресеньямъ ; на тотъ торгъ пріѣзжаетъ купечество Калужской и Орловской Провинцій, изъ Болхова и Бѣлева и другихъ городовъ ; привозятъ товары москотильные , нѣсколько бумажныхъ , шелковыхъ и другихъ сортовъ матерій ; а по большей части и уѣздные крестьяне доставляютъ разные уѣздные товары, всякой хлѣбъ, пеньку, масло, медъ, воскъ, вощину, парусную уточную пряжу, холстъ льняной, посконной и прочія крестьянскія рукодѣлья и другіе мѣлочные товары.</span>",Утешев,Калужского Наместничества,Козельском уезде,калужск,козельск,калужск|козельск,79.0,12.0,79.0
725,Рижскаго Намѣстничества,Рижскаго уѣздѣ,121,"УХОЛОВО, ЯКИМЦА тожь, село Рижскаго Намѣстничества и уѣзду. Въ ономъ бываютъ въ году три ярмарки , на которыя купцы пріѣзжаютъ изъ ближнихъ городовъ съ шелковыми , бумажными , москотильными и прочими товарами не въ большемъ числѣ, но болѣе торгуютъ крестьяне холстомъ, колесами , деревянною посудою и прочимъ.",Ухолово,Якимца,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=120,"УХОЛОВО, ЯКИМЦА тожь, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Рижскаго Намѣстничества и уѣзду. Въ ономъ бываютъ въ году три ярмарки , на которыя купцы пріѣзжаютъ изъ ближнихъ городовъ съ шелковыми , бумажными , москотильными и прочими товарами не въ большемъ числѣ, но болѣе торгуютъ крестьяне холстомъ, колесами , деревянною посудою и прочимъ.</span>",Ухолово,Рижского Наместничества,Рижского уезде,рижск,рижск,рижск|рижск,,27.0,
726,Курскаго Намѣстничества,not_in_text,121,"ФАТЕЖЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ немъ торговой день для окольныхъ поселянъ бываетъ въ Воскресенье.",Фатежъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=120,"ФАТЕЖЪ, съ 1779 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Курскаго Намѣстничества. Въ немъ торговой день для окольныхъ поселянъ бываетъ въ Воскресенье.</span>",Фатеж,Курского Наместничества,not_иn_text,курск,нот_ин_теxт,курск,15.0,15.0,
727,Рижскаго Намѣстничества,not_in_text,122,"ФЕЛЛИНЪ, съ 1783 году городъ Рижскаго Намѣстничества. Здѣсь ярмарка бываетъ въ году одна за недѣлю Михайлова дни, и та не важна , только почти что для крестьянства; около живущіе дворяне съѣзжаются больше въ Ревелѣ, Перновѣ и Дерптѣ.",Феллинъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ФЕЛЛИНЪ, съ 1783 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Рижскаго Намѣстничества. Здѣсь ярмарка бываетъ въ году одна за недѣлю Михайлова дни, и та не важна , только почти что для крестьянства; около живущіе дворяне<sup> </sup>съѣзжаются больше въ Ревелѣ, Перновѣ и Дерптѣ.</span>",Феллин,Рижского Наместничества,not_иn_text,рижск,нот_ин_теxт,рижск,27.0,27.0,
728,Володимерскаго Намѣстничества,Гороховецком уѣздѣ,122,"ФЛОРИЩЕВА, пустыня Володимерскаго Намѣстничества въ Гороховецком уѣздѣ. Здѣсь бываетъ ярмарка прежде праздника Успенія Пресвятыя Богородицы дней за пять, на которую привозятъ холстъ и прочіе мѣлочные Россійскіе товары, также и шелковые.",Флорищева,,пустыня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ФЛОРИЩЕВА, </span><span class=""font0"" style=""font-style:italic;"">пустыня </span><span class=""font0"">Володимерскаго Намѣстничества<sup> </sup>въ Гороховецком уѣздѣ. Здѣсь бываетъ ярмарка прежде праздника Успенія Пресвятыя Богородицы дней за пять, на которую привозятъ холстъ и прочіе мѣлочные Россійскіе товары, также и шелковые.</span>",Флорищева,Володимерского Наместничества,Гороховецком уезде,владимерск,гороховецк,владимерск|гороховецк,59.0,3.0,59.0
729,Володимерскаго Намѣстничества,Володимерскаго уѣздѣ,122,"ФЛОРОВО , село того же Намѣстничества и уѣзду. Въ семъ селѣ бываютъ торговые съѣзды Іюня 23 и Августа 18 числа.",Флорово,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ФЛОРОВО , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> того же Намѣстничества и уѣзду. Въ семъ селѣ бываютъ торговые съѣзды Іюня 23 и Августа 18 числа.</span>",Флорово,Володимерского Наместничества,Володимерского уезде,владимерск,володимерск,владимерск|володимерск,288.0,3.0,288.0
730,Выборгскаго Намѣстничества,not_in_text,122,"ФРИДРИХСГАМЪ, съ 1784 году городъ Выборгскаго Намѣстничества. Въ ономъ каждое лѣто бываетъ ярмарка, какъ въ приморскомъ городѣ; отпускаютъ за море доски, смолу и нѣсколько желѣза, а сами получаютъ оттуда соль , табакъ, вина и прочее, сверхъ же сего бываетъ въ году и еще одна ярмарка 24 Августа.",Фридрихсгамъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ФРИДРИХСГАМЪ, съ 1784 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Выборгскаго Намѣстничества. Въ ономъ каждое лѣто бываетъ ярмарка, какъ въ приморскомъ городѣ; отпускаютъ за море доски, смолу и нѣсколько желѣза</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> а сами получаютъ оттуда соль , табакъ, вина и прочее</span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> сверхъ же сего бываетъ въ году и еще одна ярмарка 24 Августа.</span>",Фридрихсгам,Выборгского Наместничества,not_иn_text,выборг,нот_ин_теxт,выборг,6.0,6.0,
731,Могилевскаго Намѣстничества,Бѣлицкомъ уѣздѣ,122,"ХАЛЧЬ, мѣстечко Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Въ немъ бываетъ одна ярмарка въ году.",Халчь,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ХАЛЧЬ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Въ немъ бываетъ одна ярмарка въ году.</span>",Халчь,Могилевского Наместничества,Белицком уезде,могилевск,белицк,могилевск|белицк,47.0,16.0,47.0
732,not_in_text,not_in_text,122,"ХАРЬКОВЪ, съ 1780 году главный городъ Намѣстниче-ства сего имени. Въ ономъ бываютъ четыре ярмарки : первая въ день Сошествія Святаго Духа, вторая Августа 15, третія Октября 1 , четвертая Генваря 6 дня.",Харьковъ,,главный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ХАРЬКОВЪ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">главный городъ</span><span class=""font0""> Намѣстниче-ства сего имени. Въ ономъ бываютъ четыре ярмарки : первая въ день Сошествія Святаго Духа, вторая Августа 15, третія Октября 1 , четвертая Генваря 6 дня.</span>",Харьков,not_иn_text,not_иn_text,нот_ин_теxт,нот_ин_теxт,нот_ин_теxт,,,
733,not_in_text,Харькова,122,"ХАТОМЛЬ, слобода въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки: Февраля а, Марта 25 , Маія 9, Іюня 14, Іюля 27, Сентября 1, Октября 26 , Декабря 6; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",Хатомль,,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=121,"ХАТОМЛЬ, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> въ уѣздѣ города Харькова. Здѣсь бываютъ ярмарки: Февраля а, Марта 25 , Маія 9, Іюня 14, Іюля 27, Сентября 1, Октября 26 , Декабря 6; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.</span>",Хатомль,not_иn_text,Харькова,нот_ин_теxт,харьков,нот_ин_теxт|харьков,128.0,,128.0
734,Могилевскаго Намѣстничества,Рогачева,123,"ХАЯЧА , мѣстечко Могилевскаго Намѣстничества въ уѣздѣ города Рогачева. Въ мѣстечкѣ бываетъ въ году двѣ ярмарки.",Хаяча,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХАЯЧА , </span><span class=""font0"" style=""font-style:italic;"">мѣстечко </span><span class=""font0"">Могилевскаго Намѣстничества въ уѣздѣ города Рогачева. Въ мѣстечкѣ бываетъ въ году двѣ ярмарки.</span>",Хаяча,Могилевского Наместничества,Рогачева,могилевск,рогачев,могилевск|рогачев,113.0,16.0,113.0
735,Саратовскаго Намѣстничества,not_in_text,123,"ХВАЛЫНСКЪ, съ 1780 году городъ Саратовскаго Намѣстничества. Здѣсь бываетъ яр-марка Іюня 28 дня , на которую по большей части съѣжается крестьянство.",Хвалынскъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХВАЛЫНСКЪ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Саратовскаго Намѣстничества. Здѣсь бываетъ яр-марка Іюня 28 дня , на которую по большей части съѣжается крестьянство.</span>",Хвалынск,Саратовского Наместничества,not_иn_text,саратовск,нот_ин_теxт,саратовск,29.0,29.0,
736,Екатеринославскаго Намѣстничества,not_in_text,123,"ХЕРСОНЪ, съ 1784 году городъ Екатеринославскаго Намѣстничества. Здѣсь Россійскіе купцы съ Цареградскими Греками и другими торгуютъ Европейскими и Азіатскими товарами, получая и отпуская за море на корабляхъ.",Херсонъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХЕРСОНЪ, съ 1784 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Екатеринославскаго Намѣстничества. Здѣсь Россійскіе купцы съ Цареградскими Греками и другими торгуютъ Европейскими и Азіатскими товарами, получая и отпуская за море на корабляхъ.</span>",Херсон,Екатеринославского Наместничества,not_иn_text,екатеринославск,нот_ин_теxт,екатеринославск,8.0,8.0,
737,Московской Губерніи,Волоколамскомъ уѣздѣ,123,"ХОВАНЬ, сельцо Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка въ Іюлѣ мѣсяцѣ , на которой торгуютъ одинъ день разными крестьянскими товарами.",Ховань,,сельцо,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОВАНЬ, </span><span class=""font0"" style=""font-style:italic;"">сельцо</span><span class=""font0""> Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка въ Іюлѣ мѣсяцѣ , на которой торгуютъ одинъ день разными крестьянскими товарами.</span>",Ховань,Московской Губернии,Волоколамском уезде,московск,волоколамск,московск|волоколамск,56.0,1.0,56.0
738,Тверскаго Намѣстничества,Бѣжецкомъ уѣздѣ,123,"ХОЛМЪ У СПАСА, село Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ еженедѣльной торгъ по вторникамъ, на которой уѣздные обыватели привозятъ всякой хлѣбъ и прочіе сырейные и съѣстные товары.",Холмъ У Спаса,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОЛМЪ У СПАСА, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ еженедѣльной торгъ по вторникамъ, на которой уѣздные обыватели привозятъ всякой хлѣбъ и прочіе сырейные и съѣстные товары.</span>",Холм У Спаса,Тверского Наместничества,Бежецком уезде,тверск,бежецк,тверск|бежецк,45.0,33.0,45.0
739,Кіевскаго Намѣстничества,Миргородскомъ уѣздѣ,123,"ХОМУТЦЫ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываютъ еженедѣльные по Воскресяньямъ торжки , на которыхъ торгуютъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ , овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Хомутцы,,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОМУТЦЫ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываютъ еженедѣльные по Воскресяньямъ торжки , на которыхъ торгуютъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ-то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ </span><span class=""font0"" style=""font-style:italic;"">,</span><span class=""font0""> овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.</span>",Хомутцы,Киевского Наместничества,Миргородском уезде,киевск,миргородск,киевск|миргородск,91.0,13.0,91.0
740,Саратовскаго Намѣстничества,not_in_text,123,"ХОПЕРСКЪ, съ 1780 году городъ Саратовскаго Намѣстничества. Въ ономъ еженедѣльной бываетъ торгъ.",Хоперскъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОПЕРСКЪ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Саратовскаго Намѣстничества. Въ ономъ еженедѣльной бываетъ торгъ.</span>",Хоперск,Саратовского Наместничества,not_иn_text,саратовск,нот_ин_теxт,саратовск,29.0,29.0,
741,Кіевскаго Намѣстничества,not_in_text,123,"ХОРОЛЪ, съ 1782 году городъ Кіевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая Маія 9, вторая Августа 15 , третія Іюня 29 , четвертая Ноября 21; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , тамъ родящимися, какъ-то хлѣбомъ, разнымъ скотомъ, горячимъ виномъ , овчинами, кожами ипроч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ красвыми товарами; здѣсь бываютъ и еженедѣльные торги.",Хоролъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=122,"ХОРОЛЪ, съ 1782 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Кіевскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : первая Маія 9, вторая Августа 15 , третія Іюня 29 , четвертая Ноября 21; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , тамъ родящимися, какъ-то хлѣбомъ, разнымъ скотомъ, горячимъ виномъ , овчинами, кожами и</span>проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ красвыми товарами; здѣсь бываютъ и еженедѣльные торги.",Хорол,Киевского Наместничества,not_иn_text,киевск,нот_ин_теxт,киевск,13.0,13.0,
742,Харьковскаго Намѣстничества,Сумскомъ уѣздѣ,124,"ХОТЕНЬ , село Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Въ ономъ бываютъ въ году три ярмарки; на которыя купцы пріѣзжаютъ съ мѣдочными товарами и горячимъ видомъ.",Хотень,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=123,"ХОТЕНЬ , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Въ ономъ бываютъ въ году три ярмарки; на которыя купцы пріѣзжаютъ съ мѣдочными товарами и горячимъ видомъ.</span>",Хотень,Харьковского Наместничества,Сумском уезде,харьковск,сумск,харьковск|сумск,284.0,37.0,284.0
743,Харьковскаго Намѣстничества,not_in_text,124,"ХОТЬМЫШСКЪ, съ 1780 году городъ того же Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Хотьмышскъ,,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=123,"ХОТЬМЫШСКЪ, съ 1780 году </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> того же Намѣстничества. Въ немъ бываютъ въ году три ярмарки.</span>",Хотьмышск,Харьковского Наместничества,not_иn_text,харьковск,нот_ин_теxт,харьковск,37.0,37.0,
744,Рязанскаго Намѣстничества,Донкова,124,"ХРУЩОВО, село Рязанскаго Намѣстничества въ уѣздѣ города Донкова. Здѣсь бываютъ въ году двѣ ярмарки: первая Маія 9, вторая Августа 16 дня; пріѣзжаютъ на оныя купцы съ разными мѣлочными товарами , также и крестьянство.",Хрущово,,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=123,"ХРУЩОВО, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Рязанскаго Намѣстничества въ уѣздѣ города Донкова. Здѣсь бываютъ въ году двѣ ярмарки: первая Маія 9, вторая Августа 16 дня; пріѣзжаютъ на оныя купцы съ разными мѣлочными товарами , также и крестьянство.</span>",Хрущово,Рязанского Наместничества,Донкова,рязанск,донков,рязанск|донков,62.0,28.0,62.0
